"year","fips_state","state_code","state_name","poverty_rate","poverty_rate_moe","poverty_count","poverty_count_moe","poverty_universe","median_hh_income","median_hh_income_moe"
"1997","20","KS","Kansas",0.109,0.0095,283038,24530,,36488,1690
"1998","20","KS","Kansas",0.105,0.0095,274974,24388,2627795,38553,1828
"1999","20","KS","Kansas",0.102,0.0095,269204,24594,2629867,39726,1460
"2000","20","KS","Kansas",0.089,0.006,235087,15523,2635312,41150,1775
"2001","20","KS","Kansas",0.095,0.0055,252134,15705,2641329,42081,1437
"2002","20","KS","Kansas",0.1,0.0065,265673,17315,2665684,42104,1694
"2003","20","KS","Kansas",0.104,0.0065,278163,17337,2671994,43113,1431
"2004","20","KS","Kansas",0.111,0.0085,297733,22624,2684155,41664,1466
"2005","20","KS","Kansas",0.117,0.003,310666,8640,2651105,42861,673
"2006","20","KS","Kansas",0.122,0.003,327103,7997,2679947,45369,488
"2007","20","KS","Kansas",0.112,0.003,301826,8418,2688964,47341,608
"2008","20","KS","Kansas",0.113,0.0035,307804,8833,2716645,50174,472
"2009","20","KS","Kansas",0.132,0.0035,359692,9859,2732646,47709,635
"2010","20","KS","Kansas",0.135,0.004,374677,10566,2775358,47888,792
"2011","20","KS","Kansas",0.138,0.004,383859,9868,2786839,48844,717
"2012","20","KS","Kansas",0.14,0.003,392095,8870,2802171,50140,508
"2013","20","KS","Kansas",0.139,0.004,391718,11153,2811674,50892,593
"2014","20","KS","Kansas",0.135,0.003,381506,9700,2821429,52392,680
"2015","20","KS","Kansas",0.129,0.004,366069,10232,2830955,53802,839
"2016","20","KS","Kansas",0.122,0.004,343773,10298,2825887,54828,852
"2017","20","KS","Kansas",0.119,0.004,335371,9951,2827374,56382,682
"2018","20","KS","Kansas",0.119,0.004,336892,10232,2825674,58150,749
"2019","20","KS","Kansas",0.113,0.003,319931,9701,2826822,62028,682
"2020","20","KS","Kansas",0.106,0.004,300931,11369,2827805,63214,1432
"2021","20","KS","Kansas",0.116,0.004,332457,10223,2854624,64128,934
"1989","21","KY","Kentucky",0.172,0.006,627037,21337,,23392,1198
"1993","21","KY","Kentucky",0.197,0.01,748007,37452,,25222,1249
"1995","21","KY","Kentucky",0.179,0.007,689138,28599,,28929,1514
"1996","21","KY","Kentucky",0.175,0.01,677953,38233,,30630,1946
"1997","21","KY","Kentucky",0.16,0.01,624219,39937,,31730,1748
"1998","21","KY","Kentucky",0.153,0.01,603038,39605,3937364,33955,1925
"1999","21","KY","Kentucky",0.143,0.01,566549,38802,3953958,33732,1382
"2000","21","KY","Kentucky",0.139,0.0075,550332,28238,3972382,35150,1808
"2001","21","KY","Kentucky",0.147,0.0065,585302,27473,3992816,35977,1604
"2002","21","KY","Kentucky",0.148,0.007,596255,30010,4029598,35875,1744
"2003","21","KY","Kentucky",0.15,0.0075,606513,29945,4054326,36663,1479
"2004","21","KY","Kentucky",0.163,0.0095,668241,39573,4088112,37046,1492
"2005","21","KY","Kentucky",0.169,0.003,684138,12693,4042791,37377,462
"2006","21","KY","Kentucky",0.17,0.003,694866,13422,4087460,39318,512
"2007","21","KY","Kentucky",0.172,0.0035,706947,14225,4120526,40299,504
"2008","21","KY","Kentucky",0.173,0.0035,716951,14639,4154953,41489,441
"2009","21","KY","Kentucky",0.184,0.0035,771876,15144,4187651,40061,516
"2010","21","KY","Kentucky",0.189,0.003,796208,14212,4215618,40089,484
"2011","21","KY","Kentucky",0.191,0.004,809764,15658,4238365,41141,454
"2012","21","KY","Kentucky",0.193,0.004,821067,15075,4247112,41717,413
"2013","21","KY","Kentucky",0.188,0.003,803044,14543,4266545,43307,631
"2014","21","KY","Kentucky",0.19,0.004,812803,15591,4275418,42914,671
"2015","21","KY","Kentucky",0.183,0.004,786345,15535,4290011,45178,464
"2016","21","KY","Kentucky",0.182,0.004,782779,16489,4298981,46610,588
"2017","21","KY","Kentucky",0.171,0.004,738563,15185,4317001,48332,616
"2018","21","KY","Kentucky",0.167,0.004,723053,15452,4326301,50189,558
"2019","21","KY","Kentucky",0.16,0.004,692875,15287,4326724,52256,617
"2020","21","KY","Kentucky",0.149,0.004,647158,15682,4338777,54074,835
"2021","21","KY","Kentucky",0.163,0.003,712023,14210,4379840,55532,694
"1989","22","LA","Louisiana",0.224,0.01,933647,40263,,22857,1193
"1993","22","LA","Louisiana",0.239,0.0115,1021373,49755,,25239,1260
"1995","22","LA","Louisiana",0.212,0.0105,912513,44407,,27265,1482
"1996","22","LA","Louisiana",0.207,0.0105,894633,45990,,28921,1862
"1997","22","LA","Louisiana",0.184,0.011,793472,48395,,30466,1885
"1998","22","LA","Louisiana",0.182,0.0105,790323,46267,4331140,30894,1709
"1999","22","LA","Louisiana",0.183,0.0115,800648,49146,4366082,31904,1412
"2000","22","LA","Louisiana",0.173,0.0085,753254,36377,4343637,32124,1783
"2001","22","LA","Louisiana",0.183,0.0085,796870,36840,4343561,32959,1470
"2002","22","LA","Louisiana",0.181,0.0085,797255,38521,4394275,33536,1713
"2003","22","LA","Louisiana",0.181,0.009,796574,38302,4405106,33792,1441
"2004","22","LA","Louisiana",0.192,0.0115,849180,50901,4417176,35216,1572
"2005","22","LA","Louisiana",0.202,0.004,882641,17157,4372930,36547,550
"2006","22","LA","Louisiana",0.194,0.004,808319,14908,4165322,39122,575
"2007","22","LA","Louisiana",0.188,0.003,783922,13947,4166740,40866,445
"2008","22","LA","Louisiana",0.176,0.004,755150,16231,4290035,43635,617
"2009","22","LA","Louisiana",0.176,0.004,769001,16261,4367639,42460,598
"2010","22","LA","Louisiana",0.188,0.003,831512,15362,4413869,42510,658
"2011","22","LA","Louisiana",0.205,0.004,910266,15744,4445402,41804,514
"2012","22","LA","Louisiana",0.201,0.004,900395,16219,4471146,42998,652
"2013","22","LA","Louisiana",0.2,0.004,897284,17914,4494987,44234,822
"2014","22","LA","Louisiana",0.199,0.004,898902,16659,4518537,44680,709
"2015","22","LA","Louisiana",0.195,0.004,885846,17383,4541708,45829,655
"2016","22","LA","Louisiana",0.201,0.004,911970,18358,4546072,45374,753
"2017","22","LA","Louisiana",0.196,0.004,893827,18157,4553048,46283,620
"2018","22","LA","Louisiana",0.187,0.004,848005,17869,4529047,48021,720
"2019","22","LA","Louisiana",0.188,0.004,847739,18669,4515814,51108,579
"2020","22","LA","Louisiana",0.178,0.005,802040,21848,4511309,51730,1203
"2021","22","LA","Louisiana",0.195,0.004,878477,19371,4501075,52090,742
"1989","23","ME","Maine",0.107,0.0065,129011,8014,,26777,1207
"1993","23","ME","Maine",0.137,0.009,169412,11212,,28732,1194
"1995","23","ME","Maine",0.123,0.0065,152713,8426,,31189,1630
"1996","23","ME","Maine",0.12,0.01,148529,12192,,33002,2052
"1997","23","ME","Maine",0.107,0.01,132809,12701,,33140,1677
"1998","23","ME","Maine",0.103,0.0095,128682,11799,1245624,35560,1701
"1999","23","ME","Maine",0.106,0.009,133122,11377,1259692,36902,1398
"2000","23","ME","Maine",0.099,0.006,124727,7629,1262256,37589,1682
"2001","23","ME","Maine",0.102,0.006,129604,7676,1272819,38036,1415
"2002","23","ME","Maine",0.11,0.0075,140902,9859,1285367,37963,1665
"2003","23","ME","Maine",0.107,0.0065,138127,8716,1294057,39212,1480
"2004","23","ME","Maine",0.115,0.0085,148802,11342,1298360,41287,1381
"2005","23","ME","Maine",0.123,0.004,157180,5092,1275752,42648,842
"2006","23","ME","Maine",0.127,0.004,163293,5125,1285623,43472,704
"2007","23","ME","Maine",0.122,0.0045,155764,5327,1281427,45832,665
"2008","23","ME","Maine",0.126,0.004,161170,5278,1278883,46419,850
"2009","23","ME","Maine",0.126,0.0045,161504,5747,1281298,45708,843
"2010","23","ME","Maine",0.131,0.004,169076,5364,1293005,45882,840
"2011","23","ME","Maine",0.142,0.005,183723,5890,1291684,46160,755
"2012","23","ME","Maine",0.144,0.005,186484,6223,1293457,46856,835
"2013","23","ME","Maine",0.14,0.005,181386,6261,1293815,47095,761
"2014","23","ME","Maine",0.14,0.005,181737,5837,1293998,49381,1015
"2015","23","ME","Maine",0.132,0.005,171266,6281,1292986,51419,822
"2016","23","ME","Maine",0.123,0.005,159523,6305,1295968,52926,1236
"2017","23","ME","Maine",0.113,0.004,147413,5455,1301241,55980,1084
"2018","23","ME","Maine",0.116,0.004,151458,5519,1301882,55579,1212
"2019","23","ME","Maine",0.109,0.005,141566,6024,1304034,58824,1594
"2020","23","ME","Maine",0.106,0.005,139614,6966,1313116,59145,1626
"2021","23","ME","Maine",0.112,0.005,149571,6358,1337984,64823,1219
"1989","24","MD","Maryland",0.093,0.0045,441906,22417,,36415,1306
"1993","24","MD","Maryland",0.102,0.0095,507252,45734,,39680,1405
"1995","24","MD","Maryland",0.092,0.0055,463848,27934,,42132,1785
"1996","24","MD","Maryland",0.097,0.009,492425,45440,,44196,2255
"1997","24","MD","Maryland",0.095,0.01,484987,50646,,45289,2003
"1998","24","MD","Maryland",0.088,0.0095,454060,50385,5134465,47492,2155
"1999","24","MD","Maryland",0.08,0.009,417207,47534,5210551,49781,1677
"2000","24","MD","Maryland",0.079,0.006,416005,33422,5262675,52740,2121
"2001","24","MD","Maryland",0.077,0.0065,408668,32560,5338331,53090,1675
"2002","24","MD","Maryland",0.083,0.007,445430,37407,5385241,53866,2086
"2003","24","MD","Maryland",0.088,0.0065,480998,36091,5444978,54302,1704
"2004","24","MD","Maryland",0.092,0.008,506265,45174,5500728,57019,1800
"2005","24","MD","Maryland",0.083,0.0025,453850,16016,5438714,61546,565
"2006","24","MD","Maryland",0.08,0.002,436978,12395,5475880,65041,620
"2007","24","MD","Maryland",0.083,0.0025,455601,13991,5477833,67989,696
"2008","24","MD","Maryland",0.082,0.0025,448788,12376,5496122,70482,609
"2009","24","MD","Maryland",0.092,0.0025,509141,13571,5559315,69193,660
"2010","24","MD","Maryland",0.099,0.003,559937,14695,5643816,68933,833
"2011","24","MD","Maryland",0.102,0.003,581244,14905,5685396,70075,760
"2012","24","MD","Maryland",0.104,0.003,597705,15309,5744439,71169,563
"2013","24","MD","Maryland",0.102,0.003,591457,14795,5788168,72482,693
"2014","24","MD","Maryland",0.104,0.003,604762,15960,5835382,73851,824
"2015","24","MD","Maryland",0.099,0.003,583369,15033,5863287,75784,581
"2016","24","MD","Maryland",0.097,0.002,572786,13250,5874987,78787,717
"2017","24","MD","Maryland",0.094,0.003,556549,15422,5915309,80711,688
"2018","24","MD","Maryland",0.091,0.003,538824,15483,5899814,83076,973
"2019","24","MD","Maryland",0.091,0.002,537717,14553,5898341,86644,910
"2020","24","MD","Maryland",0.09,0.003,533561,18685,5909269,88589,1147
"2021","24","MD","Maryland",0.103,0.003,620829,16976,6023828,90129,1042
"1989","25","MA","Massachusetts",0.084,0.0065,498524,40547,,35478,1188
"1993","25","MA","Massachusetts",0.111,0.008,667041,49511,,37431,1193
"1995","25","MA","Massachusetts",0.097,0.0075,589558,45961,,39025,1525
"1996","25","MA","Massachusetts",0.098,0.0075,598146,48509,,40686,1824
"1997","25","MA","Massachusetts",0.107,0.0085,649293,53667,,43015,1670
"1998","25","MA","Massachusetts",0.09,0.008,551825,50762,6126598,44934,1922
"1999","25","MA","Massachusetts",0.097,0.009,605892,56758,6222911,47604,1608
"2000","25","MA","Massachusetts",0.084,0.0065,529417,41870,6274430,49266,2008
"2001","25","MA","Massachusetts",0.082,0.0065,517899,39361,6284866,52092,1636
"2002","25","MA","Massachusetts",0.09,0.007,568962,44921,6338672,51085,1883
"2003","25","MA","Massachusetts",0.095,0.007,599960,44258,6306755,52713,1647
"2004","25","MA","Massachusetts",0.099,0.009,622581,53899,6290387,53657,1675
"2005","25","MA","Massachusetts",0.103,0.0025,632745,15004,6165256,57176,645
"2006","25","MA","Massachusetts",0.1,0.002,623775,14053,6235547,59930,587
"2007","25","MA","Massachusetts",0.1,0.0025,621561,15115,6244786,62383,493
"2008","25","MA","Massachusetts",0.101,0.0025,632158,16363,6271571,65304,585
"2009","25","MA","Massachusetts",0.103,0.0025,658497,16202,6365445,64057,645
"2010","25","MA","Massachusetts",0.114,0.003,724845,16002,6333606,62133,399
"2011","25","MA","Massachusetts",0.116,0.003,740512,16271,6367148,63126,841
"2012","25","MA","Massachusetts",0.119,0.002,762971,15075,6414760,65378,621
"2013","25","MA","Massachusetts",0.119,0.003,770922,17270,6456504,66794,689
"2014","25","MA","Massachusetts",0.117,0.003,760211,16368,6509684,69200,897
"2015","25","MA","Massachusetts",0.115,0.003,752453,17130,6558724,70659,608
"2016","25","MA","Massachusetts",0.105,0.002,688366,15483,6574253,75207,746
"2017","25","MA","Massachusetts",0.105,0.003,692943,17867,6622457,77385,866
"2018","25","MA","Massachusetts",0.1,0.002,668402,15709,6665106,79817,926
"2019","25","MA","Massachusetts",0.095,0.002,631551,15789,6656444,85700,961
"2020","25","MA","Massachusetts",0.094,0.003,628899,18911,6658077,87288,1673
"2021","25","MA","Massachusetts",0.104,0.002,701700,16171,6748444,89577,1247
"1989","26","MI","Michigan",0.121,0.006,1118333,58030,,31067,1023
"1993","26","MI","Michigan",0.15,0.0085,1423194,80587,,32533,1053
"1995","26","MI","Michigan",0.126,0.005,1225586,47657,,35940,1328
"1996","26","MI","Michigan",0.122,0.0085,1192140,82174,,38266,1631
"1997","26","MI","Michigan",0.115,0.008,1127886,80881,,38883,1414
"1998","26","MI","Michigan",0.114,0.008,1118213,79941,9827389,41963,1568
"1999","26","MI","Michigan",0.099,0.007,971254,70358,9785143,44221,1449
"2000","26","MI","Michigan",0.097,0.005,951435,52736,9807443,45202,1660
"2001","26","MI","Michigan",0.098,0.0055,963737,53458,9850895,45688,1361
"2002","26","MI","Michigan",0.109,0.006,1080996,61121,9922733,44315,1622
"2003","26","MI","Michigan",0.11,0.0065,1088703,62370,9929027,46291,1386
"2004","26","MI","Michigan",0.125,0.008,1241783,76471,9943531,44409,1515
"2005","26","MI","Michigan",0.131,0.0025,1292315,20601,9830887,46072,433
"2006","26","MI","Michigan",0.135,0.002,1328888,19978,9852503,47187,313
"2007","26","MI","Michigan",0.139,0.002,1370287,20462,9832583,47931,379
"2008","26","MI","Michigan",0.144,0.002,1402736,19916,9769587,48606,416
"2009","26","MI","Michigan",0.161,0.0025,1565559,24198,9735738,45254,351
"2010","26","MI","Michigan",0.167,0.002,1614110,22466,9656430,45354,302
"2011","26","MI","Michigan",0.175,0.002,1687624,20462,9656227,45931,328
"2012","26","MI","Michigan",0.174,0.002,1677776,22030,9663758,46793,328
"2013","26","MI","Michigan",0.17,0.002,1646038,20353,9669494,48200,375
"2014","26","MI","Michigan",0.162,0.002,1567465,22587,9686780,49755,382
"2015","26","MI","Michigan",0.157,0.002,1524330,21765,9698423,51063,243
"2016","26","MI","Michigan",0.149,0.002,1449683,19640,9702326,52436,398
"2017","26","MI","Michigan",0.141,0.002,1373358,21740,9730194,54840,435
"2018","26","MI","Michigan",0.14,0.002,1369235,19944,9774136,56640,403
"2019","26","MI","Michigan",0.129,0.002,1264445,22158,9772164,59522,567
"2020","26","MI","Michigan",0.126,0.003,1232948,25645,9758289,61352,945
"2021","26","MI","Michigan",0.13,0.002,1283086,21401,9847416,63444,524
"1989","27","MN","Minnesota",0.096,0.0045,414214,20070,,30536,1181
"1993","27","MN","Minnesota",0.108,0.009,491839,40752,,33239,1260
"1995","27","MN","Minnesota",0.087,0.006,403056,29187,,37483,1658
"1996","27","MN","Minnesota",0.088,0.0085,411866,40206,,39791,2126
"1997","27","MN","Minnesota",0.089,0.009,417797,42559,,41591,1898
"1998","27","MN","Minnesota",0.089,0.0095,423735,44498,4748732,45311,2093
"1999","27","MN","Minnesota",0.075,0.009,364104,41884,4845855,46153,1559
"2000","27","MN","Minnesota",0.069,0.006,336594,30147,4892721,49170,2334
"2001","27","MN","Minnesota",0.072,0.006,354583,28452,4923872,49619,1720
"2002","27","MN","Minnesota",0.075,0.0065,371109,33287,4977976,50157,2209
"2003","27","MN","Minnesota",0.08,0.0065,400062,32307,5014678,50750,1661
"2004","27","MN","Minnesota",0.081,0.008,408794,41945,5047848,51202,1932
"2005","27","MN","Minnesota",0.092,0.0025,455660,11926,4971682,52048,358
"2006","27","MN","Minnesota",0.097,0.002,487044,10202,5036852,54022,432
"2007","27","MN","Minnesota",0.095,0.002,481330,10897,5066728,55664,580
"2008","27","MN","Minnesota",0.096,0.0025,489714,11724,5090417,57318,511
"2009","27","MN","Minnesota",0.109,0.0025,558118,13579,5133012,55621,527
"2010","27","MN","Minnesota",0.115,0.002,595485,12255,5189212,55422,444
"2011","27","MN","Minnesota",0.118,0.003,617185,13443,5222572,56944,477
"2012","27","MN","Minnesota",0.114,0.002,597515,12567,5257461,58828,642
"2013","27","MN","Minnesota",0.112,0.002,592526,12401,5292405,60664,427
"2014","27","MN","Minnesota",0.114,0.003,607870,13367,5332572,61473,463
"2015","27","MN","Minnesota",0.102,0.002,546499,11740,5366578,63459,654
"2016","27","MN","Minnesota",0.099,0.002,531789,12375,5396370,65583,594
"2017","27","MN","Minnesota",0.095,0.002,517348,11542,5450571,68364,642
"2018","27","MN","Minnesota",0.096,0.002,527445,12456,5488353,70295,531
"2019","27","MN","Minnesota",0.089,0.002,491782,12322,5515424,74529,808
"2020","27","MN","Minnesota",0.083,0.003,458302,15192,5536416,75489,1262
"2021","27","MN","Minnesota",0.093,0.002,519437,11955,5587068,77712,900
"1989","28","MS","Mississippi",0.246,0.012,626022,29772,,19874,1143
"1993","28","MS","Mississippi",0.246,0.014,654570,36646,,22957,1216
"1995","28","MS","Mississippi",0.214,0.0125,576301,32846,,26501,1485
"1996","28","MS","Mississippi",0.208,0.0125,567049,33469,,26901,1706
"1997","28","MS","Mississippi",0.181,0.012,494044,33128,,28527,1600
"1998","28","MS","Mississippi",0.176,0.0115,483335,31654,2751183,28925,1673
"1999","28","MS","Mississippi",0.182,0.012,505676,32590,2780646,30739,1515
"2000","28","MS","Mississippi",0.176,0.0085,489775,23761,2781605,32542,1976
"2001","28","MS","Mississippi",0.19,0.0085,530254,23388,2789055,30877,1515
"2002","28","MS","Mississippi",0.189,0.0085,531561,24818,2817220,31434,1729
"2003","28","MS","Mississippi",0.183,0.009,518238,24900,2830299,32397,1536
"2004","28","MS","Mississippi",0.193,0.011,549224,31666,2847984,34278,1618
"2005","28","MS","Mississippi",0.21,0.004,591549,10959,2812799,33090,583
"2006","28","MS","Mississippi",0.209,0.004,588288,11803,2815411,34615,582
"2007","28","MS","Mississippi",0.207,0.004,583360,11532,2821607,36424,649
"2008","28","MS","Mississippi",0.208,0.005,590480,14585,2838789,37818,659
"2009","28","MS","Mississippi",0.218,0.004,620446,12054,2848331,36764,659
"2010","28","MS","Mississippi",0.224,0.005,644156,14413,2875607,36992,602
"2011","28","MS","Mississippi",0.228,0.005,658232,13463,2884231,36963,564
"2012","28","MS","Mississippi",0.238,0.005,689116,13629,2890915,37179,567
"2013","28","MS","Mississippi",0.239,0.005,692058,14719,2893762,38191,962
"2014","28","MS","Mississippi",0.219,0.005,634960,13084,2895486,39738,740
"2015","28","MS","Mississippi",0.221,0.005,638919,13948,2896612,40630,535
"2016","28","MS","Mississippi",0.21,0.005,606873,14346,2892926,41793,546
"2017","28","MS","Mississippi",0.199,0.004,573717,11968,2889837,43595,822
"2018","28","MS","Mississippi",0.198,0.005,571402,13691,2886375,44740,768
"2019","28","MS","Mississippi",0.195,0.005,559764,15055,2877841,45928,1135
"2020","28","MS","Mississippi",0.187,0.005,536535,15231,2869499,47368,1151
"2021","28","MS","Mississippi",0.192,0.005,549710,13019,2861603,48871,1208
"1989","29","MO","Missouri",0.13,0.0045,659229,20936,,26333,1170
"1993","29","MO","Missouri",0.151,0.0085,791796,44287,,28542,1226
"1995","29","MO","Missouri",0.134,0.0045,714976,25366,,31701,1554
"1996","29","MO","Missouri",0.126,0.0095,673280,50451,,32947,1925
"1997","29","MO","Missouri",0.122,0.009,658159,49388,,34502,1773
"1998","29","MO","Missouri",0.117,0.0095,633505,51069,5432071,37186,2001
"1999","29","MO","Missouri",0.114,0.0085,627643,48451,5484837,37885,1515
"2000","29","MO","Missouri",0.106,0.0065,581207,33661,5505391,40411,2240
"2001","29","MO","Missouri",0.11,0.0065,605823,33924,5525935,39652,1484
"2002","29","MO","Missouri",0.113,0.007,630617,39536,5588748,40309,1871
"2003","29","MO","Missouri",0.116,0.007,653484,37542,5625808,40870,1577
"2004","29","MO","Missouri",0.13,0.0095,735642,52787,5673220,40885,1462
"2005","29","MO","Missouri",0.136,0.003,760759,16125,5607956,41946,351
"2006","29","MO","Missouri",0.138,0.003,783101,15751,5674560,42838,434
"2007","29","MO","Missouri",0.133,0.003,758844,15234,5708814,45012,476
"2008","29","MO","Missouri",0.135,0.003,774937,14687,5738716,46847,370
"2009","29","MO","Missouri",0.146,0.003,850316,16909,5818531,45149,501
"2010","29","MO","Missouri",0.153,0.003,888471,16159,5817777,44306,487
"2011","29","MO","Missouri",0.158,0.003,922103,15614,5831548,45231,513
"2012","29","MO","Missouri",0.162,0.003,945435,16460,5838007,45320,411
"2013","29","MO","Missouri",0.158,0.003,928778,17854,5861018,46905,422
"2014","29","MO","Missouri",0.155,0.003,908394,17465,5878633,48288,554
"2015","29","MO","Missouri",0.148,0.003,875704,15825,5901975,50200,411
"2016","29","MO","Missouri",0.14,0.003,826358,16435,5911099,51713,370
"2017","29","MO","Missouri",0.134,0.003,793001,16280,5928578,53506,616
"2018","29","MO","Missouri",0.132,0.003,785343,15465,5943697,54412,729
"2019","29","MO","Missouri",0.129,0.003,766238,16801,5953071,57375,634
"2020","29","MO","Missouri",0.121,0.003,725117,19395,5979186,58812,687
"2021","29","MO","Missouri",0.128,0.003,765097,16170,5999790,61815,663
"1989","30","MT","Montana",0.15,0.006,118434,4707,,23242,1105
"1993","30","MT","Montana",0.152,0.0095,129656,8329,,26386,1186
"1995","30","MT","Montana",0.158,0.009,137922,7974,,27889,1433
"1996","30","MT","Montana",0.151,0.0105,132015,9169,,28714,1701
"1997","30","MT","Montana",0.155,0.011,135691,9273,,29672,1534
"1998","30","MT","Montana",0.157,0.0105,138272,9087,879709,31271,1637
"1999","30","MT","Montana",0.143,0.01,126835,8906,886008,32098,1321
"2000","30","MT","Montana",0.133,0.008,117677,6810,884426,33281,1764
"2001","30","MT","Montana",0.14,0.008,124776,6892,892255,33151,1459
"2002","30","MT","Montana",0.14,0.0085,126154,7434,899218,34105,1760
"2003","30","MT","Montana",0.142,0.008,129109,7532,908305,34449,1453
"2004","30","MT","Montana",0.136,0.0105,125081,9545,918297,35574,1508
"2005","30","MT","Montana",0.146,0.005,132226,4439,907721,38503,881
"2006","30","MT","Montana",0.144,0.0045,132537,4196,921455,40299,662
"2007","30","MT","Montana",0.141,0.005,131433,4528,933276,43000,922
"2008","30","MT","Montana",0.141,0.005,132971,4972,942904,43948,1152
"2009","30","MT","Montana",0.15,0.0055,142257,5488,946384,42222,940
"2010","30","MT","Montana",0.152,0.006,146257,5629,964505,42303,962
"2011","30","MT","Montana",0.152,0.005,148183,5318,974049,44011,970
"2012","30","MT","Montana",0.156,0.005,153105,4964,980556,45030,982
"2013","30","MT","Montana",0.161,0.006,159248,5643,990608,46893,1040
"2014","30","MT","Montana",0.152,0.005,151915,5464,997959,46608,1096
"2015","30","MT","Montana",0.144,0.005,144634,5134,1007722,49650,1280
"2016","30","MT","Montana",0.134,0.005,136439,5460,1018115,50265,1022
"2017","30","MT","Montana",0.127,0.005,130616,5592,1024535,53262,1275
"2018","30","MT","Montana",0.129,0.005,134185,5453,1037468,55248,1092
"2019","30","MT","Montana",0.126,0.005,130974,5242,1042643,57248,1149
"2020","30","MT","Montana",0.124,0.005,130711,5773,1057027,57730,2033
"2021","30","MT","Montana",0.12,0.005,129910,5058,1079862,63357,1367
"1989","31","NE","Nebraska",0.111,0.005,173034,8250,,25258,1140
"1993","31","NE","Nebraska",0.107,0.009,172767,14900,,29038,1202
"1995","31","NE","Nebraska",0.098,0.0075,159645,11634,,32176,1521
"1996","31","NE","Nebraska",0.094,0.0085,153630,14567,,33562,1868
"1997","31","NE","Nebraska",0.096,0.0095,158962,15160,,35337,1676
"1998","31","NE","Nebraska",0.103,0.01,169986,16415,1654294,37233,1736
"1999","31","NE","Nebraska",0.097,0.009,162806,15164,1679366,38668,1361
"2000","31","NE","Nebraska",0.089,0.006,148821,10157,1677358,40429,1830
"2001","31","NE","Nebraska",0.093,0.006,156604,10231,1688718,41091,1546
"2002","31","NE","Nebraska",0.1,0.0065,169922,11657,1706058,41130,1787
"2003","31","NE","Nebraska",0.099,0.0065,170042,11530,1711701,41984,1526
"2004","31","NE","Nebraska",0.1,0.0085,172162,14715,1723814,42166,1540
"2005","31","NE","Nebraska",0.11,0.0035,186436,5812,1702183,43675,698
"2006","31","NE","Nebraska",0.113,0.0035,194595,6034,1715416,45369,550
"2007","31","NE","Nebraska",0.111,0.0035,190463,5918,1719426,47072,648
"2008","31","NE","Nebraska",0.108,0.004,186480,6667,1727266,49731,778
"2009","31","NE","Nebraska",0.122,0.004,212312,7505,1739226,47470,744
"2010","31","NE","Nebraska",0.126,0.004,224530,7549,1776188,48415,807
"2011","31","NE","Nebraska",0.129,0.004,230003,6974,1789287,50281,655
"2012","31","NE","Nebraska",0.128,0.004,230375,7288,1800892,50766,559
"2013","31","NE","Nebraska",0.129,0.004,234742,7416,1815562,51502,485
"2014","31","NE","Nebraska",0.123,0.004,225054,6545,1828140,52803,664
"2015","31","NE","Nebraska",0.122,0.004,224696,7392,1842687,55073,802
"2016","31","NE","Nebraska",0.113,0.004,208864,7159,1851082,56979,739
"2017","31","NE","Nebraska",0.107,0.004,198984,7545,1865022,59913,954
"2018","31","NE","Nebraska",0.11,0.004,205393,6627,1875315,59724,1011
"2019","31","NE","Nebraska",0.099,0.004,186402,7200,1877617,63290,909
"2020","31","NE","Nebraska",0.092,0.004,172623,8113,1884816,64735,1196
"2021","31","NE","Nebraska",0.105,0.004,201627,7020,1914206,66949,1038
"1989","32","NV","Nevada",0.1,0.005,119456,6243,,31797,1183
"1993","32","NV","Nevada",0.115,0.009,167793,13326,,33024,1232
"1995","32","NV","Nevada",0.105,0.0055,167315,8678,,36300,1606
"1996","32","NV","Nevada",0.096,0.0095,161737,15442,,38213,2028
"1997","32","NV","Nevada",0.107,0.0095,186345,16305,,39280,1722
"1998","32","NV","Nevada",0.105,0.009,188979,16140,1797602,39867,1786
"1999","32","NV","Nevada",0.102,0.009,200594,17455,1963763,41939,1378
"2000","32","NV","Nevada",0.094,0.0065,194787,13650,2061825,44698,1871
"2001","32","NV","Nevada",0.093,0.007,197386,15313,2126572,44325,1508
"2002","32","NV","Nevada",0.101,0.0075,223839,16474,2206561,44560,1721
"2003","32","NV","Nevada",0.11,0.0065,251744,15785,2296726,45249,1424
"2004","32","NV","Nevada",0.111,0.009,264673,20715,2380853,47231,1495
"2005","32","NV","Nevada",0.111,0.004,263522,9448,2364153,49288,790
"2006","32","NV","Nevada",0.105,0.003,257828,8056,2460756,52800,899
"2007","32","NV","Nevada",0.106,0.004,267829,9776,2528671,54996,842
"2008","32","NV","Nevada",0.112,0.0035,288334,9806,2566465,56432,763
"2009","32","NV","Nevada",0.124,0.004,323738,10838,2606531,53310,877
"2010","32","NV","Nevada",0.148,0.005,393605,12852,2666664,50987,725
"2011","32","NV","Nevada",0.158,0.005,423195,13019,2684533,49099,928
"2012","32","NV","Nevada",0.162,0.004,441373,11967,2718582,49909,778
"2013","32","NV","Nevada",0.158,0.004,433267,12025,2750482,51250,574
"2014","32","NV","Nevada",0.154,0.004,430447,12196,2800763,51487,659
"2015","32","NV","Nevada",0.149,0.004,424824,12007,2850466,52544,932
"2016","32","NV","Nevada",0.141,0.004,407308,12856,2896890,55201,859
"2017","32","NV","Nevada",0.133,0.004,392857,13065,2954259,57932,900
