01,099,Monroe County,AL,23968,9633,2657256,22404,31562730,-87353102
01,101,Montgomery County,AL,209085,84525,2045765,25734,32224349,-86203795
01,103,Morgan County,AL,100043,40419,1508018,43624,34453298,-86857298
01,105,Perry County,AL,12759,4807,1863600,11901,32638846,-87293685
01,107,Pickens County,AL,20699,8379,2282979,22369,33283797,-88084083
01,109,Pike County,AL,27595,11506,1738113,2751,31806086,-85938912
01,111,Randolph County,AL,19881,8728,1505028,7933,33290802,-85456433
01,113,Russell County,AL,46860,19633,1660542,16319,32287341,-85184114
01,115,St. Clair County,AL,50009,20382,1642030,50944,33712571,-86318306
01,117,Shelby County,AL,99358,39201,2058840,38020,33266792,-86654667
01,119,Sumter County,AL,16174,6545,2343918,21669,32593446,-88193795
01,121,Talladega County,AL,74107,29861,1915562,53677,33383988,-86169488
01,123,Tallapoosa County,AL,38826,17312,1859724,124994,32860832,-85797597
01,125,Tuscaloosa County,AL,150522,58740,3432429,69317,33287940,-87523765
01,127,Walker County,AL,67670,28427,2057633,28248,33807130,-87295532
01,129,Washington County,AL,16694,6625,2799102,20425,31402696,-88202751
01,131,Wilcox County,AL,13568,5119,2301870,48649,31990903,-87308887
01,133,Winston County,AL,22053,10254,1591515,45117,34154535,-87373481
05,001,Arkansas County,AR,21653,9575,2560297,117372,34288872,-91376344
05,003,Ashley County,AR,24319,9820,2386316,46109,33190783,-91772262
05,005,Baxter County,AR,31186,15549,1435941,83827,36286225,-92339841
05,007,Benton County,AR,97499,41444,2184174,86778,36337987,-94257842
05,009,Boone County,AR,28297,12380,1531264,27566,36313592,-93092833
05,011,Bradley County,AR,11793,5092,1685258,9718,33463242,-92168367
05,013,Calhoun County,AR,5826,2437,1627372,11042,33554153,-92497141
05,015,Carroll County,AR,18654,8740,1641517,22112,36337153,-93541961
05,017,Chicot County,AR,15713,6191,1668139,121371,33266340,-91297700
05,019,Clark County,AR,21437,8807,2241656,44473,34053832,-93176507
05,021,Clay County,AR,18107,8362,1655913,5490,36376360,-90421474
05,023,Cleburne County,AR,19411,10802,1432511,100652,35542425,-92028995
05,025,Cleveland County,AR,7781,3322,1548180,2816,33894438,-92187914
05,027,Columbia County,AR,25691,10690,1984432,1937,33215092,-93226530
05,029,Conway County,AR,19151,8009,1440612,27168,35263495,-92695052
05,031,Craighead County,AR,68956,28434,1840977,5782,35828124,-90631882
05,033,Crawford County,AR,42493,16711,1542341,22642,35579452,-94246370
05,035,Crittenden County,AR,49939,18875,1581190,67953,35212638,-90314064
05,037,Cross County,AR,19225,7254,1595167,16792,35300011,-90771434
05,039,Dallas County,AR,9614,4049,1728746,1916,33966853,-92657033
05,041,Desha County,AR,16798,6706,1981447,141242,33831260,-91259304
05,043,Drew County,AR,17369,7159,2145148,19353,33589683,-91716904
05,045,Faulkner County,AR,60006,23397,1676682,43218,35147169,-92335289
05,047,Franklin County,AR,14897,6228,1578854,26232,35512250,-93891926
05,049,Fulton County,AR,10037,4839,1601231,5509,36383112,-91818910
05,051,Garland County,AR,73397,37966,1756152,146478,34573320,-93153957
05,053,Grant County,AR,13948,5540,1636421,3193,34287458,-92423425
05,055,Greene County,AR,31804,13216,1495869,5536,36119053,-90562264
05,057,Hempstead County,AR,21621,9690,1887721,32561,33731300,-93664959
05,059,Hot Spring County,AR,26115,11378,1592780,18715,34320144,-92945112
05,061,Howard County,AR,13569,5600,1521532,20129,34089827,-93989511
05,063,Independence County,AR,31192,12838,1978371,20168,35744099,-91566218
05,065,Izard County,AR,11364,5535,1504118,8611,36094609,-91911006
05,067,Jackson County,AR,18944,8086,1640953,20523,35600258,-91213910
05,069,Jefferson County,AR,85487,33311,2291610,75014,34269210,-91929077
05,071,Johnson County,AR,18221,7984,1715127,53285,35569018,-93461165
05,073,Lafayette County,AR,9643,4523,1363745,48099,33235524,-93610593
05,075,Lawrence County,AR,17457,7692,1519327,14960,36043049,-91114974
05,077,Lee County,AR,13053,5085,1558398,46112,34779637,-90780318
05,079,Lincoln County,AR,13690,4295,1453606,28407,33953221,-91733936
05,081,Little River County,AR,13966,6171,1377273,85829,33700236,-94235637
05,083,Logan County,AR,20557,8539,1838692,56027,35215114,-93712628
05,085,Lonoke County,AR,39268,15009,1982649,95782,34740315,-91853009
05,087,Madison County,AR,11618,5182,2167716,439,36012240,-93723070
05,089,Marion County,AR,12001,6139,1548137,110460,36262962,-92679917
05,091,Miller County,AR,38467,16172,1616349,34847,33311498,-93880562
05,093,Mississippi County,AR,57525,22232,2326636,55640,35764082,-90054475
05,095,Monroe County,AR,11333,5063,1571408,38165,34680279,-91203053
05,097,Montgomery County,AR,7841,4269,2022732,50161,34545966,-93660190
05,099,Nevada County,AR,10101,4287,1605822,2136,33666725,-93302881
05,101,Newton County,AR,7666,3439,2131641,542,35917735,-93223087
05,103,Ouachita County,AR,30574,13204,1897230,18603,33591134,-92879263
05,105,Perry County,AR,7969,3702,1426983,24729,34946973,-92934055
05,107,Phillips County,AR,28838,11094,1794151,89661,34425633,-90852019
05,109,Pike County,AR,10086,4550,1561920,28160,34166363,-93654743
05,111,Poinsett County,AR,24664,10271,1962683,14625,35577391,-90663212
05,113,Polk County,AR,17347,7732,2225987,7817,34474769,-94224002
05,115,Pope County,AR,45883,18430,2102961,48921,35446432,-93035762
05,117,Prairie County,AR,9518,4340,1673146,77206,34827607,-91557246
05,119,Pulaski County,AR,349660,151538,1996780,95718,34770100,-92310815
05,121,Randolph County,AR,16558,7343,1688348,10902,36342062,-91028073
05,123,St. Francis County,AR,28497,10958,1641756,22168,35021644,-90747325
05,125,Saline County,AR,64183,24602,1877132,14872,34648426,-92674589
05,127,Scott County,AR,10205,4485,2315294,10910,34858644,-94063491
05,129,Searcy County,AR,7841,3739,1728047,3521,35917529,-92703260
05,131,Sebastian County,AR,99590,43621,1389183,25131,35199151,-94275394
05,133,Sevier County,AR,13637,5880,1460694,45084,33998508,-94237697
05,135,Sharp County,AR,14109,7617,1565399,5159,36153912,-91481513
05,137,Stone County,AR,9775,4548,1571193,7346,35862902,-92153495
05,139,Union County,AR,46719,20276,2690992,42397,33170291,-92594441
05,141,Van Buren County,AR,14008,7580,1842925,33160,35581189,-92519040
05,143,Washington County,AR,113409,47349,2461133,15090,35985741,-94214352
05,145,White County,AR,54676,21658,2678446,21448,35254806,-91745790
05,147,Woodruff County,AR,9520,4169,1519295,19400,35187551,-91241026
05,149,Yell County,AR,17759,7868,2403247,54385,34997776,-93406902
04,001,Apache County,AZ,61591,26731,29022713,34927,35383620,-109488456
04,003,Cochise County,AZ,97624,40238,15980285,127746,31890821,-109736956
04,005,Coconino County,AZ,96591,42914,48223559,112495,35835573,-111768163
04,007,Gila County,AZ,40216,22961,12349393,72608,33797288,-110818155
04,009,Graham County,AZ,26554,9112,11990779,30640,32936517,-109891347
04,011,Greenlee County,AZ,8008,3582,4784084,3665,33185081,-109232988
04,012,La Paz County,AZ,13844,10182,11653884,36498,33727923,-113979016
04,013,Maricopa County,AZ,2122101,952041,23838483,53895,33342656,-112490919
04,015,Mohave County,AZ,93497,50822,34479166,409435,35708232,-113753337
04,017,Navajo County,AZ,77658,38967,25780344,16618,35387551,-110319661
04,019,Pima County,AZ,666880,298207,23794349,6304,32103960,-111814821
04,021,Pinal County,AZ,116379,52732,13908286,11653,32909084,-111346897
04,023,Santa Cruz County,AZ,29676,9595,3205764,1227,31523864,-110836469
04,025,Yavapai County,AZ,107714,54805,21039978,12405,34595236,-112554041
04,027,Yuma County,AZ,106895,46541,14282395,12656,32764761,-113897214
06,001,Alameda County,CA,1279182,504109,1910132,216939,37653853,-121913948
06,003,Alpine County,CA,1113,1319,1913110,11843,38579180,-119804453
06,005,Amador County,CA,30039,12814,1534745,30292,38444419,-120655265
06,007,Butte County,CA,182120,76115,4246565,97429,39662375,-121596065
06,009,Calaveras County,CA,31998,19153,2642286,43349,38207542,-120551793
06,011,Colusa County,CA,16275,6295,2980513,14362,39176482,-122235120
06,013,Contra Costa County,CA,803732,316170,1865542,212097,37933350,-121948700
06,015,Del Norte County,CA,23460,9091,2610426,574851,41737320,-123956960
06,017,El Dorado County,CA,125995,61451,4432744,206706,38775488,-120527585
06,019,Fresno County,CA,667490,235563,15444713,141630,36753992,-119647934
06,021,Glenn County,CA,24798,9329,3405550,32018,39594777,-122391742
06,023,Humboldt County,CA,119118,51134,9253541,1242490,40700416,-123911969
06,025,Imperial County,CA,109303,36559,10813387,795212,33038512,-115352917
06,027,Inyo County,CA,18281,8712,26397464,92404,36589328,-117483183
06,029,Kern County,CA,543477,198636,21086750,52910,35338498,-118724910
06,031,Kings County,CA,101469,30843,3598768,5429,36072642,-119814766
06,033,Lake County,CA,50631,28822,3259420,184211,39090857,-122762036
06,035,Lassen County,CA,27598,10358,11803898,422484,40652341,-120577604
06,037,Los Angeles County,CA,8863164,3163343,10515336,1793184,34184667,-118261988
06,039,Madera County,CA,88090,30831,5538523,38756,37219685,-119765135
06,041,Marin County,CA,230096,99757,1346220,798861,38035300,-122743465
06,043,Mariposa County,CA,14302,7700,3758645,30246,37578193,-119909601
06,045,Mendocino County,CA,80345,33649,9089043,956274,39431152,-123431626
06,047,Merced County,CA,178403,58410,4995828,111700,37189464,-120711131
06,049,Modoc County,CA,9678,4672,10215900,671474,41595361,-120718555
06,051,Mono County,CA,9956,10664,7885220,226384,37910550,-118873970
06,053,Monterey County,CA,355660,121224,8603832,1163335,36239310,-121310622
06,055,Napa County,CA,110765,44199,1952502,89303,38502833,-122323151
06,057,Nevada County,CA,78510,37352,2480332,43716,39304003,-120766234
06,059,Orange County,CA,2410556,875072,2045275,409804,33674967,-117777399
06,061,Placer County,CA,172796,77879,3637424,248187,39064980,-120727661
06,063,Plumas County,CA,19739,11942,6614759,154849,40010792,-120834136
06,065,Riverside County,CA,1170413,483847,18669112,247763,33727917,-115977297
06,067,Sacramento County,CA,1041219,417574,2501140,77604,38445368,-121349033
06,069,San Benito County,CA,36697,12230,3597857,4339,36611964,-121084212
06,071,San Bernardino County,CA,1418380,542332,51960009,115542,34828251,-116191349
06,073,San Diego County,CA,2498016,946240,10889601,832537,33020561,-116771868
06,075,San Francisco County,CA,723959,328471,120955,479639,37793250,-122554783
06,077,San Joaquin County,CA,480628,166274,3624538,69754,37932561,-121270600
06,079,San Luis Obispo County,CA,217162,90200,8558655,806096,35381635,-120445529
06,081,San Mateo County,CA,649623,251782,1163194,756166,37436567,-122356471
06,083,Santa Barbara County,CA,369608,138149,7092635,2722338,34536645,-120025949
06,085,Santa Clara County,CA,1497577,540240,3344260,34472,37232600,-121686315
06,087,Santa Cruz County,CA,229734,91878,1154601,419399,37025900,-122007235
06,089,Shasta County,CA,147036,60552,9804847,160454,40760008,-122038133
06,091,Sierra County,CA,3318,2166,2469392,22257,39590741,-120499150
06,093,Siskiyou County,CA,43531,20141,16283999,156838,41589207,-122533064
06,095,Solano County,CA,340421,119533,2144950,203791,38267400,-121938347
06,097,Sonoma County,CA,388222,161062,4082375,497645,38512470,-122928697
06,099,Stanislaus County,CA,370522,132027,3870915,52422,37562401,-120993750
06,101,Sutter County,CA,64415,24163,1560978,15962,39039974,-121689128
06,103,Tehama County,CA,49625,20403,7643208,29153,40129251,-122233448
06,105,Trinity County,CA,13063,7540,8233259,74917,40657296,-123118229
06,107,Tulare County,CA,311921,105013,12494995,39070,36227815,-118796611
06,109,Tuolumne County,CA,48456,25175,5790331,100684,38018666,-119944921
06,111,Ventura County,CA,669016,228478,4781010,938649,34356248,-119146228
06,113,Yolo County,CA,141092,53000,2622231,27008,38701200,-121882611
06,115,Yuba County,CA,58228,21245,1632871,33935,39270692,-121352619
08,001,Adams County,CO,265038,106947,3087330,15042,39870594,-104350313
08,003,Alamosa County,CO,13617,5254,1872064,2031,37571634,-105784847
08,005,Arapahoe County,CO,391511,168665,2080195,5961,39644335,-104331552
08,007,Archuleta County,CO,5345,3951,3494929,13617,37186710,-107052349
08,009,Baca County,CO,4556,2434,6619706,3543,37320937,-102556991
08,011,Bent County,CO,5048,2332,3921320,70505,37954862,-103076652
08,013,Boulder County,CO,225339,94621,1922962,23158,40088471,-105357295
08,015,Chaffee County,CO,12684,6547,2625019,4025,38737034,-106175994
08,017,Cheyenne County,CO,2397,1083,4614037,60,38820224,-102587596
08,019,Clear Creek County,CO,7619,4811,1024242,2627,39687705,-105635856
08,021,Conejos County,CO,7453,3574,3334210,9462,37206085,-106194112
08,023,Costilla County,CO,3190,1743,3178487,8650,37276261,-105427953
08,025,Crowley County,CO,3946,1415,2043630,29362,38327049,-103785398
08,027,Custer County,CO,1926,2216,1913849,2632,38092794,-105360548
08,029,Delta County,CO,20980,10082,2958318,16575,38862219,-107861186
08,031,Denver County,CO,467610,239636,397000,4143,39768035,-104872655
08,033,Dolores County,CO,1504,947,2763569,2922,37754722,-108521796
08,035,Douglas County,CO,60391,22291,2176034,6835,39346424,-104930454
08,037,Eagle County,CO,21928,15226,4371813,10171,39624387,-106703546
08,039,Elbert County,CO,9646,3997,4793832,289,39282065,-104128464
08,041,El Paso County,CO,397014,165056,5508138,7816,38837901,-104521087
08,043,Fremont County,CO,32273,13683,3970562,2654,38476215,-105437970
08,045,Garfield County,CO,29974,12517,7634019,22238,39603247,-107896925
08,047,Gilpin County,CO,3070,2438,388185,1000,39858816,-105519522
08,049,Grand County,CO,7966,9985,4790858,51655,40101500,-106118050
08,051,Gunnison County,CO,10273,7294,8389037,54215,38668937,-107013567
08,053,Hinsdale County,CO,467,1254,2895008,14133,37821179,-107279829
08,055,Huerfano County,CO,6009,3913,4120659,6141,37686839,-104958585
08,057,Jackson County,CO,1605,1326,4178477,20047,40662438,-106338973
08,059,Jefferson County,CO,438430,178611,2000066,15471,39587467,-105246813
08,061,Kiowa County,CO,1688,878,4587152,38241,38433599,-102740735
08,063,Kit Carson County,CO,7140,3224,5597046,1789,39305339,-102602452
08,065,Lake County,CO,6007,3527,976220,18151,39189931,-106358091
08,067,La Plata County,CO,32284,15412,4383028,20053,37285784,-107846076
08,069,Larimer County,CO,186136,77811,6737717,84339,40648764,-105456325
08,071,Las Animas County,CO,13765,6975,12361967,7189,37320189,-104043298
08,073,Lincoln County,CO,4529,2204,6698422,778,38978727,-103523258
08,075,Logan County,CO,17567,7824,4762034,16405,40729106,-103105037
08,077,Mesa County,CO,93145,39208,8619301,34606,39021885,-108468152
08,079,Mineral County,CO,558,1201,2268407,5144,37692655,-106926879
08,081,Moffat County,CO,11357,5235,12283130,22499,40608316,-108202444
08,083,Montezuma County,CO,18672,8050,5275658,8145,37335739,-108595519
08,085,Montrose County,CO,24423,10353,5803533,5081,38405803,-108269076
08,087,Morgan County,CO,21939,9230,3329341,22031,40263386,-103807282
08,089,Otero County,CO,20185,8739,3270978,17842,37895624,-103711148
08,091,Ouray County,CO,2295,1507,1403958,500,38156773,-107765790
08,093,Park County,CO,7174,7247,5700126,25891,39116743,-105713562
08,095,Phillips County,CO,4189,1960,1781041,303,40593813,-102348564
08,097,Pitkin County,CO,12661,9837,2513521,7275,39220673,-106921365
08,099,Prowers County,CO,13347,5855,4248870,10281,37955682,-102395291
08,101,Pueblo County,CO,123051,50872,6187013,23435,38152996,-104506384
08,103,Rio Blanco County,CO,5972,2803,8342809,5026,39975262,-108199107
08,105,Rio Grande County,CO,10770,5277,2363618,1384,37606496,-106388011
08,107,Routt County,CO,14088,9252,6116970,16651,40484190,-106987384
08,109,Saguache County,CO,4619,2306,8206818,4675,38079466,-106298793
08,111,San Juan County,CO,745,481,1003495,2233,37770293,-107667201
08,113,San Miguel County,CO,3653,2635,3332188,5141,38013248,-108426142
08,115,Sedgwick County,CO,2690,1414,1420044,3530,40877059,-102352967
08,117,Summit County,CO,12881,17091,1575263,28702,39618528,-106107845
08,119,Teller County,CO,12468,7565,1442874,4902,38881039,-105154213
08,121,Washington County,CO,4812,2307,6529788,8120,39975530,-103200802
08,123,Weld County,CO,131821,51138,10341289,75082,40544755,-104403026
08,125,Yuma County,CO,8954,4082,6128327,7960,40000314,-102422375
09,001,Fairfield County,CT,827645,324355,1620958,546898,41225499,-73371027
09,003,Hartford County,CT,851783,341812,1904942,39133,41807100,-72734983
09,005,Litchfield County,CT,174092,74274,2382814,63780,41794783,-73244573
09,007,Middlesex County,CT,143196,61593,956442,180753,41435120,-72523893
09,009,New Haven County,CT,804219,327079,1569001,663730,41348967,-72900347
09,011,New London County,CT,254957,104461,1725144,273596,41467300,-72104339
09,013,Tolland County,CT,128699,46677,1062118,18001,41853000,-72332954
09,015,Windham County,CT,102525,40599,1328152,22568,41834216,-71988490
11,001,District of Columbia,DC,606900,278489,159055,17991,38905050,-77016167
10,001,Kent County,DE,110993,42106,1529809,542552,39097086,-75503073
10,003,New Castle County,DE,441946,173560,1104115,174132,39580568,-75638048
10,005,Sussex County,DE,113229,74253,2428532,668338,38683270,-75341817
12,001,Alachua County,FL,181596,79022,2264434,245749,29676032,-82358340
12,003,Baker County,FL,18486,5975,1515797,9515,30323793,-82273806
12,005,Bay County,FL,126994,65999,1978094,698283,30236006,-85632422
12,007,Bradford County,FL,22515,8099,759262,17895,29949503,-82168177
12,009,Brevard County,FL,398978,185150,2637899,1395380,28299334,-80701041
12,011,Broward County,FL,1255488,628660,3131021,287106,26146138,-80452893
12,013,Calhoun County,FL,11011,4468,1469535,18114,30410180,-85197404
12,015,Charlotte County,FL,110975,64641,1796610,428935,26898308,-81954072
12,017,Citrus County,FL,93515,49854,1511530,491149,28849240,-82516378
12,019,Clay County,FL,105986,40249,1556962,110297,29976759,-81857936
12,021,Collier County,FL,152099,94165,5245928,724256,26082939,-81400686
12,023,Columbia County,FL,42613,17818,2064645,10250,30225177,-82625028
12,025,Dade County,FL,1937094,771288,5036155,1256490,25606400,-80502124
12,027,DeSoto County,FL,23865,10310,1650678,5758,27190624,-81806155
12,029,Dixie County,FL,10585,6445,1823511,413509,29585858,-83193638
12,031,Duval County,FL,672971,284673,2004272,374084,30334150,-81648509
12,033,Escambia County,FL,262798,112230,1718833,596463,30607280,-87332598
12,035,Flagler County,FL,28701,15215,1256204,222133,29469979,-81296926
12,037,Franklin County,FL,8967,5891,1383016,1275486,29801578,-84816733
12,039,Gadsden County,FL,41105,14859,1336850,32000,30581582,-84612367
12,041,Gilchrist County,FL,9667,4071,903551,17169,29734195,-82802705
12,043,Glades County,FL,7591,4624,2003374,550849,26954363,-81186194
12,045,Gulf County,FL,11504,6339,1463498,493961,29900149,-85242231
12,047,Hamilton County,FL,10930,4119,1333540,11582,30491675,-82948911
12,049,Hardee County,FL,19499,7941,1650755,2654,27493625,-81809276
12,051,Hendry County,FL,25773,9945,2985493,96326,26553696,-81173157
12,053,Hernando County,FL,101115,50018,1238788,287044,28553015,-82468232
12,055,Highlands County,FL,68432,40114,2663763,201704,27340557,-81342583
12,057,Hillsborough County,FL,834054,367740,2722149,557724,27906325,-82346095
12,059,Holmes County,FL,15778,6785,1249792,16077,30867450,-85812332
12,061,Indian River County,FL,90208,47128,1303415,294544,27697840,-80578968
12,063,Jackson County,FL,41375,16320,2371860,100737,30797108,-85212767
12,065,Jefferson County,FL,11296,4395,1548270,100725,30420936,-83896458
12,067,Lafayette County,FL,5578,2266,1405927,13286,29988319,-83179529
12,069,Lake County,FL,152104,75707,2468542,526817,28765579,-81717405
12,071,Lee County,FL,335113,189051,2081333,1057755,26577579,-81921462
12,073,Leon County,FL,192493,81325,1727000,90740,30456900,-84279084
12,075,Levy County,FL,25923,12307,2896765,761367,29277485,-82789848
12,077,Liberty County,FL,5569,2157,2165059,18891,30232796,-84886906
12,079,Madison County,FL,16569,6275,1792169,61994,30451966,-83467226
12,081,Manatee County,FL,211707,115245,1919712,392742,27481355,-82359737
12,083,Marion County,FL,194833,94567,4089586,217849,29211533,-82059049
12,085,Martin County,FL,100900,54199,1439194,510701,27079690,-80396904
12,087,Monroe County,FL,78024,46215,2582917,7097013,25117067,-81150319
12,089,Nassau County,FL,43941,18726,1687684,192395,30610692,-81767656
12,091,Okaloosa County,FL,143776,62569,2423687,378928,30668312,-86593016
12,093,Okeechobee County,FL,29627,13266,2005522,304716,27385038,-80889832
12,095,Orange County,FL,677491,282686,2350754,250409,28513955,-81322127
