"year","fips_state","state_code","state_name","population"
1971,"35","NM","New Mexico",1053737
1972,"35","NM","New Mexico",1078697
1973,"35","NM","New Mexico",1105529
1974,"35","NM","New Mexico",1131309
1975,"35","NM","New Mexico",1159944
1976,"35","NM","New Mexico",1189295
1977,"35","NM","New Mexico",1215720
1978,"35","NM","New Mexico",1238034
1979,"35","NM","New Mexico",1284722
1980,"35","NM","New Mexico",1302894
1981,"35","NM","New Mexico",1332748
1982,"35","NM","New Mexico",1363823
1983,"35","NM","New Mexico",1394361
1984,"35","NM","New Mexico",1416717
1985,"35","NM","New Mexico",1438361
1986,"35","NM","New Mexico",1462729
1987,"35","NM","New Mexico",1478520
1988,"35","NM","New Mexico",1490337
1989,"35","NM","New Mexico",1503901
1990,"35","NM","New Mexico",1521574
1991,"35","NM","New Mexico",1555305
1992,"35","NM","New Mexico",1595442
1993,"35","NM","New Mexico",1636453
1994,"35","NM","New Mexico",1682398
1995,"35","NM","New Mexico",1720394
1996,"35","NM","New Mexico",1752326
1997,"35","NM","New Mexico",1774839
1998,"35","NM","New Mexico",1793484
1999,"35","NM","New Mexico",1808082
2000,"35","NM","New Mexico",1821204
2001,"35","NM","New Mexico",1831690
2002,"35","NM","New Mexico",1855309
2003,"35","NM","New Mexico",1877574
2004,"35","NM","New Mexico",1903808
2005,"35","NM","New Mexico",1932274
2006,"35","NM","New Mexico",1962137
2007,"35","NM","New Mexico",1990070
2008,"35","NM","New Mexico",2010662
2009,"35","NM","New Mexico",2036802
2010,"35","NM","New Mexico",2064552
2011,"35","NM","New Mexico",2080450
2012,"35","NM","New Mexico",2087309
2013,"35","NM","New Mexico",2092273
2014,"35","NM","New Mexico",2089568
2015,"35","NM","New Mexico",2089291
2016,"35","NM","New Mexico",2091630
2017,"35","NM","New Mexico",2091784
2018,"35","NM","New Mexico",2092741
2019,"35","NM","New Mexico",2096829
2020,"35","NM","New Mexico",2118390
2021,"35","NM","New Mexico",2116677
2022,"35","NM","New Mexico",2113344
1970,"36","NY","New York",18241391
1971,"36","NY","New York",18357982
1972,"36","NY","New York",18339400
1973,"36","NY","New York",18177063
1974,"36","NY","New York",18049775
1975,"36","NY","New York",18003485
1976,"36","NY","New York",17940541
1977,"36","NY","New York",17812602
1978,"36","NY","New York",17680589
1979,"36","NY","New York",17583838
1980,"36","NY","New York",17558072
1981,"36","NY","New York",17567734
1982,"36","NY","New York",17589738
1983,"36","NY","New York",17686905
1984,"36","NY","New York",17745684
1985,"36","NY","New York",17791672
1986,"36","NY","New York",17833419
1987,"36","NY","New York",17868848
1988,"36","NY","New York",17941309
1989,"36","NY","New York",17983086
1990,"36","NY","New York",18020784
1991,"36","NY","New York",18122510
1992,"36","NY","New York",18246653
1993,"36","NY","New York",18374954
1994,"36","NY","New York",18459470
1995,"36","NY","New York",18524104
1996,"36","NY","New York",18588460
1997,"36","NY","New York",18656546
1998,"36","NY","New York",18755906
1999,"36","NY","New York",18882725
2000,"36","NY","New York",19001780
2001,"36","NY","New York",19082838
2002,"36","NY","New York",19137800
2003,"36","NY","New York",19175939
2004,"36","NY","New York",19171567
2005,"36","NY","New York",19132610
2006,"36","NY","New York",19104631
2007,"36","NY","New York",19132335
2008,"36","NY","New York",19212436
2009,"36","NY","New York",19307066
2010,"36","NY","New York",19399878
2011,"36","NY","New York",19499241
2012,"36","NY","New York",19572932
2013,"36","NY","New York",19624447
2014,"36","NY","New York",19651049
2015,"36","NY","New York",19654666
2016,"36","NY","New York",19633428
2017,"36","NY","New York",19589572
2018,"36","NY","New York",19530351
2019,"36","NY","New York",19453561
2020,"36","NY","New York",20108296
2021,"36","NY","New York",19857492
2022,"36","NY","New York",19677151
1970,"37","NC","North Carolina",5084411
1971,"37","NC","North Carolina",5203531
1972,"37","NC","North Carolina",5301150
1973,"37","NC","North Carolina",5389852
1974,"37","NC","North Carolina",5470911
1975,"37","NC","North Carolina",5547188
1976,"37","NC","North Carolina",5607964
1977,"37","NC","North Carolina",5685607
1978,"37","NC","North Carolina",5759492
1979,"37","NC","North Carolina",5823491
1980,"37","NC","North Carolina",5881766
1981,"37","NC","North Carolina",5956653
1982,"37","NC","North Carolina",6019101
1983,"37","NC","North Carolina",6077056
1984,"37","NC","North Carolina",6164006
1985,"37","NC","North Carolina",6253954
1986,"37","NC","North Carolina",6321578
1987,"37","NC","North Carolina",6403700
1988,"37","NC","North Carolina",6480594
1989,"37","NC","North Carolina",6565459
1990,"37","NC","North Carolina",6664016
1991,"37","NC","North Carolina",6784280
1992,"37","NC","North Carolina",6897214
1993,"37","NC","North Carolina",7042818
1994,"37","NC","North Carolina",7187398
1995,"37","NC","North Carolina",7344674
1996,"37","NC","North Carolina",7500670
1997,"37","NC","North Carolina",7656825
1998,"37","NC","North Carolina",7809121
1999,"37","NC","North Carolina",7949361
2000,"37","NC","North Carolina",8081614
2001,"37","NC","North Carolina",8210122
2002,"37","NC","North Carolina",8326201
2003,"37","NC","North Carolina",8422501
2004,"37","NC","North Carolina",8553152
2005,"37","NC","North Carolina",8705407
2006,"37","NC","North Carolina",8917270
2007,"37","NC","North Carolina",9118037
2008,"37","NC","North Carolina",9309449
2009,"37","NC","North Carolina",9449566
2010,"37","NC","North Carolina",9574323
2011,"37","NC","North Carolina",9657592
2012,"37","NC","North Carolina",9749476
2013,"37","NC","North Carolina",9843336
2014,"37","NC","North Carolina",9932887
2015,"37","NC","North Carolina",10031646
2016,"37","NC","North Carolina",10154788
2017,"37","NC","North Carolina",10268233
2018,"37","NC","North Carolina",10381615
2019,"37","NC","North Carolina",10488084
2020,"37","NC","North Carolina",10449445
2021,"37","NC","North Carolina",10565885
2022,"37","NC","North Carolina",10698973
1970,"38","ND","North Dakota",617792
1971,"38","ND","North Dakota",626760
1972,"38","ND","North Dakota",631119
1973,"38","ND","North Dakota",632675
1974,"38","ND","North Dakota",634559
1975,"38","ND","North Dakota",638886
1976,"38","ND","North Dakota",645797
1977,"38","ND","North Dakota",649769
1978,"38","ND","North Dakota",651301
1979,"38","ND","North Dakota",652896
1980,"38","ND","North Dakota",652717
1981,"38","ND","North Dakota",659505
1982,"38","ND","North Dakota",668972
1983,"38","ND","North Dakota",676688
1984,"38","ND","North Dakota",680497
1985,"38","ND","North Dakota",676980
1986,"38","ND","North Dakota",669512
1987,"38","ND","North Dakota",661136
1988,"38","ND","North Dakota",655331
1989,"38","ND","North Dakota",646351
1990,"38","ND","North Dakota",637685
1991,"38","ND","North Dakota",635753
1992,"38","ND","North Dakota",638223
1993,"38","ND","North Dakota",641216
1994,"38","ND","North Dakota",644804
1995,"38","ND","North Dakota",647832
1996,"38","ND","North Dakota",650382
1997,"38","ND","North Dakota",649716
1998,"38","ND","North Dakota",647532
1999,"38","ND","North Dakota",644259
2000,"38","ND","North Dakota",642023
2001,"38","ND","North Dakota",639062
2002,"38","ND","North Dakota",638168
2003,"38","ND","North Dakota",638817
2004,"38","ND","North Dakota",644705
2005,"38","ND","North Dakota",646089
2006,"38","ND","North Dakota",649422
2007,"38","ND","North Dakota",652822
2008,"38","ND","North Dakota",657569
2009,"38","ND","North Dakota",664968
2010,"38","ND","North Dakota",674715
2011,"38","ND","North Dakota",685225
2012,"38","ND","North Dakota",701176
2013,"38","ND","North Dakota",722036
2014,"38","ND","North Dakota",737401
2015,"38","ND","North Dakota",754066
2016,"38","ND","North Dakota",754434
2017,"38","ND","North Dakota",754942
2018,"38","ND","North Dakota",758080
2019,"38","ND","North Dakota",762062
2020,"38","ND","North Dakota",779518
2021,"38","ND","North Dakota",777934
2022,"38","ND","North Dakota",779261
1970,"39","OH","Ohio",10657423
1971,"39","OH","Ohio",10734818
1972,"39","OH","Ohio",10746993
1973,"39","OH","Ohio",10767314
1974,"39","OH","Ohio",10765759
1975,"39","OH","Ohio",10770425
1976,"39","OH","Ohio",10752662
1977,"39","OH","Ohio",10771394
1978,"39","OH","Ohio",10795581
1979,"39","OH","Ohio",10798298
1980,"39","OH","Ohio",10797630
1981,"39","OH","Ohio",10788330
1982,"39","OH","Ohio",10757087
1983,"39","OH","Ohio",10737632
1984,"39","OH","Ohio",10737746
1985,"39","OH","Ohio",10734926
1986,"39","OH","Ohio",10730268
1987,"39","OH","Ohio",10760090
1988,"39","OH","Ohio",10798552
1989,"39","OH","Ohio",10829217
1990,"39","OH","Ohio",10864162
1991,"39","OH","Ohio",10945762
1992,"39","OH","Ohio",11029431
1993,"39","OH","Ohio",11101140
1994,"39","OH","Ohio",11152454
1995,"39","OH","Ohio",11202751
1996,"39","OH","Ohio",11242827
1997,"39","OH","Ohio",11277357
1998,"39","OH","Ohio",11311536
1999,"39","OH","Ohio",11335454
2000,"39","OH","Ohio",11363543
2001,"39","OH","Ohio",11387404
2002,"39","OH","Ohio",11407889
2003,"39","OH","Ohio",11434788
2004,"39","OH","Ohio",11452251
2005,"39","OH","Ohio",11463320
2006,"39","OH","Ohio",11481213
2007,"39","OH","Ohio",11500468
2008,"39","OH","Ohio",11515391
2009,"39","OH","Ohio",11528896
2010,"39","OH","Ohio",11539336
2011,"39","OH","Ohio",11544663
2012,"39","OH","Ohio",11548923
2013,"39","OH","Ohio",11576684
2014,"39","OH","Ohio",11602700
2015,"39","OH","Ohio",11617527
2016,"39","OH","Ohio",11634370
2017,"39","OH","Ohio",11659650
2018,"39","OH","Ohio",11676341
2019,"39","OH","Ohio",11689100
2020,"39","OH","Ohio",11797517
2021,"39","OH","Ohio",11764342
2022,"39","OH","Ohio",11756058
1970,"40","OK","Oklahoma",2559463
1971,"40","OK","Oklahoma",2618601
1972,"40","OK","Oklahoma",2658646
1973,"40","OK","Oklahoma",2695931
1974,"40","OK","Oklahoma",2734768
1975,"40","OK","Oklahoma",2774683
1976,"40","OK","Oklahoma",2826815
1977,"40","OK","Oklahoma",2870014
1978,"40","OK","Oklahoma",2917336
1979,"40","OK","Oklahoma",2975310
1980,"40","OK","Oklahoma",3025290
1981,"40","OK","Oklahoma",3096164
1982,"40","OK","Oklahoma",3206123
1983,"40","OK","Oklahoma",3290402
1984,"40","OK","Oklahoma",3285533
1985,"40","OK","Oklahoma",3271332
1986,"40","OK","Oklahoma",3252735
1987,"40","OK","Oklahoma",3210122
1988,"40","OK","Oklahoma",3167057
1989,"40","OK","Oklahoma",3150307
1990,"40","OK","Oklahoma",3148825
1991,"40","OK","Oklahoma",3175440
1992,"40","OK","Oklahoma",3220517
1993,"40","OK","Oklahoma",3252285
1994,"40","OK","Oklahoma",3280940
1995,"40","OK","Oklahoma",3308208
1996,"40","OK","Oklahoma",3340129
1997,"40","OK","Oklahoma",3372917
1998,"40","OK","Oklahoma",3405194
1999,"40","OK","Oklahoma",3437147
2000,"40","OK","Oklahoma",3454365
2001,"40","OK","Oklahoma",3467100
2002,"40","OK","Oklahoma",3489080
2003,"40","OK","Oklahoma",3504892
2004,"40","OK","Oklahoma",3525233
2005,"40","OK","Oklahoma",3548597
2006,"40","OK","Oklahoma",3594090
2007,"40","OK","Oklahoma",3634349
2008,"40","OK","Oklahoma",3668976
2009,"40","OK","Oklahoma",3717572
2010,"40","OK","Oklahoma",3759944
2011,"40","OK","Oklahoma",3788379
2012,"40","OK","Oklahoma",3818814
2013,"40","OK","Oklahoma",3853214
2014,"40","OK","Oklahoma",3878187
2015,"40","OK","Oklahoma",3909500
2016,"40","OK","Oklahoma",3926331
2017,"40","OK","Oklahoma",3931316
2018,"40","OK","Oklahoma",3940235
2019,"40","OK","Oklahoma",3956971
2020,"40","OK","Oklahoma",3964912
2021,"40","OK","Oklahoma",3991225
2022,"40","OK","Oklahoma",4019800
1970,"41","OR","Oregon",2091533
1971,"41","OR","Oregon",2151022
1972,"41","OR","Oregon",2197297
1973,"41","OR","Oregon",2241932
1974,"41","OR","Oregon",2285013
1975,"41","OR","Oregon",2329661
1976,"41","OR","Oregon",2378262
1977,"41","OR","Oregon",2446673
1978,"41","OR","Oregon",2518298
1979,"41","OR","Oregon",2588012
1980,"41","OR","Oregon",2633105
1981,"41","OR","Oregon",2667982
1982,"41","OR","Oregon",2664922
1983,"41","OR","Oregon",2653066
1984,"41","OR","Oregon",2666588
1985,"41","OR","Oregon",2672652
1986,"41","OR","Oregon",2683528
1987,"41","OR","Oregon",2700991
1988,"41","OR","Oregon",2741297
1989,"41","OR","Oregon",2790575
1990,"41","OR","Oregon",2860375
1991,"41","OR","Oregon",2928507
1992,"41","OR","Oregon",2991755
1993,"41","OR","Oregon",3060367
1994,"41","OR","Oregon",3121264
1995,"41","OR","Oregon",3184369
1996,"41","OR","Oregon",3247111
1997,"41","OR","Oregon",3304310
1998,"41","OR","Oregon",3352449
1999,"41","OR","Oregon",3393941
2000,"41","OR","Oregon",3429708
2001,"41","OR","Oregon",3467937
2002,"41","OR","Oregon",3513424
2003,"41","OR","Oregon",3547376
2004,"41","OR","Oregon",3569463
2005,"41","OR","Oregon",3613202
2006,"41","OR","Oregon",3670883
2007,"41","OR","Oregon",3722417
2008,"41","OR","Oregon",3768748
2009,"41","OR","Oregon",3808600
2010,"41","OR","Oregon",3837491
2011,"41","OR","Oregon",3872036
2012,"41","OR","Oregon",3899001
2013,"41","OR","Oregon",3922468
2014,"41","OR","Oregon",3963244
2015,"41","OR","Oregon",4015792
2016,"41","OR","Oregon",4089976
2017,"41","OR","Oregon",4143625
2018,"41","OR","Oregon",4181886
2019,"41","OR","Oregon",4217737
2020,"41","OR","Oregon",4244795
2021,"41","OR","Oregon",4256301
2022,"41","OR","Oregon",4240137
1970,"42","PA","Pennsylvania",11800766
1971,"42","PA","Pennsylvania",11886400
1972,"42","PA","Pennsylvania",11908233
1973,"42","PA","Pennsylvania",11890527
1974,"42","PA","Pennsylvania",11870884
1975,"42","PA","Pennsylvania",11906095
1976,"42","PA","Pennsylvania",11897378
1977,"42","PA","Pennsylvania",11893591
1978,"42","PA","Pennsylvania",11879396
1979,"42","PA","Pennsylvania",11887975
1980,"42","PA","Pennsylvania",11863895
1981,"42","PA","Pennsylvania",11858567
1982,"42","PA","Pennsylvania",11845146
1983,"42","PA","Pennsylvania",11837723
1984,"42","PA","Pennsylvania",11815172
1985,"42","PA","Pennsylvania",11770862
1986,"42","PA","Pennsylvania",11782752
1987,"42","PA","Pennsylvania",11810866
1988,"42","PA","Pennsylvania",11845752
1989,"42","PA","Pennsylvania",11865996
1990,"42","PA","Pennsylvania",11903299
1991,"42","PA","Pennsylvania",11982164
1992,"42","PA","Pennsylvania",12049450
1993,"42","PA","Pennsylvania",12119724
1994,"42","PA","Pennsylvania",12166050
1995,"42","PA","Pennsylvania",12198403
1996,"42","PA","Pennsylvania",12220464
1997,"42","PA","Pennsylvania",12227814
1998,"42","PA","Pennsylvania",12245672
1999,"42","PA","Pennsylvania",12263805
2000,"42","PA","Pennsylvania",12284173
2001,"42","PA","Pennsylvania",12298970
2002,"42","PA","Pennsylvania",12331031
2003,"42","PA","Pennsylvania",12374658
2004,"42","PA","Pennsylvania",12410722
2005,"42","PA","Pennsylvania",12449990
2006,"42","PA","Pennsylvania",12510809
2007,"42","PA","Pennsylvania",12563937
2008,"42","PA","Pennsylvania",12612285
2009,"42","PA","Pennsylvania",12666858
2010,"42","PA","Pennsylvania",12711160
2011,"42","PA","Pennsylvania",12745815
2012,"42","PA","Pennsylvania",12767118
2013,"42","PA","Pennsylvania",12776309
2014,"42","PA","Pennsylvania",12788313
2015,"42","PA","Pennsylvania",12784826
2016,"42","PA","Pennsylvania",12782275
2017,"42","PA","Pennsylvania",12787641
2018,"42","PA","Pennsylvania",12800922
2019,"42","PA","Pennsylvania",12801989
2020,"42","PA","Pennsylvania",12994440
2021,"42","PA","Pennsylvania",13012059
2022,"42","PA","Pennsylvania",12972008
1970,"44","RI","Rhode Island",949723
1971,"44","RI","Rhode Island",963107
1972,"44","RI","Rhode Island",974790
1973,"44","RI","Rhode Island",975738
1974,"44","RI","Rhode Island",950615
1975,"44","RI","Rhode Island",942788
1976,"44","RI","Rhode Island",946089
1977,"44","RI","Rhode Island",950230
1978,"44","RI","Rhode Island",951816
1979,"44","RI","Rhode Island",950382
1980,"44","RI","Rhode Island",947154
1981,"44","RI","Rhode Island",953013
1982,"44","RI","Rhode Island",954170
1983,"44","RI","Rhode Island",956382
1984,"44","RI","Rhode Island",961894
1985,"44","RI","Rhode Island",968955
1986,"44","RI","Rhode Island",977341
1987,"44","RI","Rhode Island",989604
1988,"44","RI","Rhode Island",996408
1989,"44","RI","Rhode Island",1000666
1990,"44","RI","Rhode Island",1005995
1991,"44","RI","Rhode Island",1010649
1992,"44","RI","Rhode Island",1012581
1993,"44","RI","Rhode Island",1015112
1994,"44","RI","Rhode Island",1015960
1995,"44","RI","Rhode Island",1017002
1996,"44","RI","Rhode Island",1020893
1997,"44","RI","Rhode Island",1025353
1998,"44","RI","Rhode Island",1031155
1999,"44","RI","Rhode Island",1040402
2000,"44","RI","Rhode Island",1050268
2001,"44","RI","Rhode Island",1057142
2002,"44","RI","Rhode Island",1065995
2003,"44","RI","Rhode Island",1071342
2004,"44","RI","Rhode Island",1074579
2005,"44","RI","Rhode Island",1067916
2006,"44","RI","Rhode Island",1063096
2007,"44","RI","Rhode Island",1057315
2008,"44","RI","Rhode Island",1055003
2009,"44","RI","Rhode Island",1053646
2010,"44","RI","Rhode Island",1053959
2011,"44","RI","Rhode Island",1053649
2012,"44","RI","Rhode Island",1054621
2013,"44","RI","Rhode Island",1055081
2014,"44","RI","Rhode Island",1055936
2015,"44","RI","Rhode Island",1056065
2016,"44","RI","Rhode Island",1056770
2017,"44","RI","Rhode Island",1055673
2018,"44","RI","Rhode Island",1058287
2019,"44","RI","Rhode Island",1059361
2020,"44","RI","Rhode Island",1096345
2021,"44","RI","Rhode Island",1096985
2022,"44","RI","Rhode Island",1093734
1970,"45","SC","South Carolina",2590713
1971,"45","SC","South Carolina",2662269
1972,"45","SC","South Carolina",2719197
1973,"45","SC","South Carolina",2776605
1974,"45","SC","South Carolina",2844749
1975,"45","SC","South Carolina",2902028
1976,"45","SC","South Carolina",2943657
1977,"45","SC","South Carolina",2991681
1978,"45","SC","South Carolina",3044364
1979,"45","SC","South Carolina",3090267
1980,"45","SC","South Carolina",3121820
1981,"45","SC","South Carolina",3179255
1982,"45","SC","South Carolina",3207614
1983,"45","SC","South Carolina",3234066
1984,"45","SC","South Carolina",3271868
1985,"45","SC","South Carolina",3303209
1986,"45","SC","South Carolina",3342758
1987,"45","SC","South Carolina",3380506
1988,"45","SC","South Carolina",3412096
1989,"45","SC","South Carolina",3456775
1990,"45","SC","South Carolina",3501155
1991,"45","SC","South Carolina",3570404
1992,"45","SC","South Carolina",3620464
1993,"45","SC","South Carolina",3663314
1994,"45","SC","South Carolina",3705397
1995,"45","SC","South Carolina",3748582
1996,"45","SC","South Carolina",3796200
1997,"45","SC","South Carolina",3859696
1998,"45","SC","South Carolina",3919235
1999,"45","SC","South Carolina",3974682
2000,"45","SC","South Carolina",4024223
2001,"45","SC","South Carolina",4064995
2002,"45","SC","South Carolina",4107795
2003,"45","SC","South Carolina",4150297
2004,"45","SC","South Carolina",4210921
2005,"45","SC","South Carolina",4270150
2006,"45","SC","South Carolina",4357847
2007,"45","SC","South Carolina",4444110
2008,"45","SC","South Carolina",4528996
2009,"45","SC","South Carolina",4589872
2010,"45","SC","South Carolina",4635649
2011,"45","SC","South Carolina",4671994
2012,"45","SC","South Carolina",4717354
2013,"45","SC","South Carolina",4764080
2014,"45","SC","South Carolina",4823617
2015,"45","SC","South Carolina",4891938
2016,"45","SC","South Carolina",4957968
2017,"45","SC","South Carolina",5021268
2018,"45","SC","South Carolina",5084156
2019,"45","SC","South Carolina",5148714
2020,"45","SC","South Carolina",5131848
2021,"45","SC","South Carolina",5193266
2022,"45","SC","South Carolina",5282634
1970,"46","SD","South Dakota",666257
1971,"46","SD","South Dakota",671297
1972,"46","SD","South Dakota",677234
1973,"46","SD","South Dakota",678715
1974,"46","SD","South Dakota",679585
1975,"46","SD","South Dakota",681042
1976,"46","SD","South Dakota",686390
1977,"46","SD","South Dakota",688480
1978,"46","SD","South Dakota",688580
1979,"46","SD","South Dakota",688335
1980,"46","SD","South Dakota",690768
1981,"46","SD","South Dakota",689584
1982,"46","SD","South Dakota",690597
1983,"46","SD","South Dakota",693008
1984,"46","SD","South Dakota",697249
1985,"46","SD","South Dakota",698402
1986,"46","SD","South Dakota",696034
1987,"46","SD","South Dakota",696036
1988,"46","SD","South Dakota",698165
1989,"46","SD","South Dakota",696701
1990,"46","SD","South Dakota",697101
1991,"46","SD","South Dakota",703669
1992,"46","SD","South Dakota",712801
1993,"46","SD","South Dakota",722159
1994,"46","SD","South Dakota",730790
1995,"46","SD","South Dakota",737925
1996,"46","SD","South Dakota",742213
1997,"46","SD","South Dakota",744223
1998,"46","SD","South Dakota",746058
1999,"46","SD","South Dakota",750412
2000,"46","SD","South Dakota",755844
2001,"46","SD","South Dakota",757972
2002,"46","SD","South Dakota",760020
2003,"46","SD","South Dakota",763729
2004,"46","SD","South Dakota",770396
2005,"46","SD","South Dakota",775493
2006,"46","SD","South Dakota",783033
2007,"46","SD","South Dakota",791623
2008,"46","SD","South Dakota",799124
2009,"46","SD","South Dakota",807067
2010,"46","SD","South Dakota",816166
2011,"46","SD","South Dakota",823579
2012,"46","SD","South Dakota",833566
2013,"46","SD","South Dakota",842316
2014,"46","SD","South Dakota",849129
2015,"46","SD","South Dakota",853988
2016,"46","SD","South Dakota",862996
2017,"46","SD","South Dakota",872868
2018,"46","SD","South Dakota",878698
2019,"46","SD","South Dakota",884659
2020,"46","SD","South Dakota",887799
2021,"46","SD","South Dakota",896164
2022,"46","SD","South Dakota",909824
1970,"47","TN","Tennessee",3926018
1971,"47","TN","Tennessee",4013608
1972,"47","TN","Tennessee",4094611
1973,"47","TN","Tennessee",4147401
1974,"47","TN","Tennessee",4213509
1975,"47","TN","Tennessee",4275566
1976,"47","TN","Tennessee",4346928
1977,"47","TN","Tennessee",4422921
1978,"47","TN","Tennessee",4486314
1979,"47","TN","Tennessee",4560473
1980,"47","TN","Tennessee",4591120
1981,"47","TN","Tennessee",4627658
1982,"47","TN","Tennessee",4646041
1983,"47","TN","Tennessee",4659749
1984,"47","TN","Tennessee",4686737
1985,"47","TN","Tennessee",4715296
1986,"47","TN","Tennessee",4738708
1987,"47","TN","Tennessee",4782927
1988,"47","TN","Tennessee",4822437
1989,"47","TN","Tennessee",4854444
1990,"47","TN","Tennessee",4894492
1991,"47","TN","Tennessee",4966587
1992,"47","TN","Tennessee",5049742
1993,"47","TN","Tennessee",5137584
1994,"47","TN","Tennessee",5231438
1995,"47","TN","Tennessee",5326936
1996,"47","TN","Tennessee",5416643
1997,"47","TN","Tennessee",5499233
1998,"47","TN","Tennessee",5570045
1999,"47","TN","Tennessee",5638706
2000,"47","TN","Tennessee",5703719
2001,"47","TN","Tennessee",5750789
2002,"47","TN","Tennessee",5795918
2003,"47","TN","Tennessee",5847812
2004,"47","TN","Tennessee",5910809
2005,"47","TN","Tennessee",5991057
2006,"47","TN","Tennessee",6088766
2007,"47","TN","Tennessee",6175727
2008,"47","TN","Tennessee",6247411
2009,"47","TN","Tennessee",6306019
2010,"47","TN","Tennessee",6355311
2011,"47","TN","Tennessee",6399291
2012,"47","TN","Tennessee",6453898
2013,"47","TN","Tennessee",6494340
2014,"47","TN","Tennessee",6541223
2015,"47","TN","Tennessee",6591170
2016,"47","TN","Tennessee",6646010
2017,"47","TN","Tennessee",6708799
2018,"47","TN","Tennessee",6771631
2019,"47","TN","Tennessee",6829174
2020,"47","TN","Tennessee",6925619
2021,"47","TN","Tennessee",6968351
2022,"47","TN","Tennessee",7051339
1970,"48","TX","Texas",11198655
1971,"48","TX","Texas",11509848
1972,"48","TX","Texas",11759148
1973,"48","TX","Texas",12019543
1974,"48","TX","Texas",12268629
1975,"48","TX","Texas",12568843
1976,"48","TX","Texas",12904089
1977,"48","TX","Texas",13193050
1978,"48","TX","Texas",13500429
1979,"48","TX","Texas",13888371
1980,"48","TX","Texas",14229191
1981,"48","TX","Texas",14746318
1982,"48","TX","Texas",15331415
1983,"48","TX","Texas",15751676
1984,"48","TX","Texas",16007086
1985,"48","TX","Texas",16272734
1986,"48","TX","Texas",16561113
1987,"48","TX","Texas",16621791
1988,"48","TX","Texas",16667022
1989,"48","TX","Texas",16806735
1990,"48","TX","Texas",17056755
1991,"48","TX","Texas",17398005
1992,"48","TX","Texas",17759738
1993,"48","TX","Texas",18161612
1994,"48","TX","Texas",18564062
1995,"48","TX","Texas",18958751
1996,"48","TX","Texas",19340342
1997,"48","TX","Texas",19740317
1998,"48","TX","Texas",20157531
1999,"48","TX","Texas",20558220
2000,"48","TX","Texas",20944499
2001,"48","TX","Texas",21319622
2002,"48","TX","Texas",21690325
2003,"48","TX","Texas",22030931
2004,"48","TX","Texas",22394023
2005,"48","TX","Texas",22778123
2006,"48","TX","Texas",23359580
2007,"48","TX","Texas",23831983
2008,"48","TX","Texas",24309039
2009,"48","TX","Texas",24801761
2010,"48","TX","Texas",25241971
2011,"48","TX","Texas",25645629
2012,"48","TX","Texas",26084481
2013,"48","TX","Texas",26480266
2014,"48","TX","Texas",26964333
2015,"48","TX","Texas",27470056
2016,"48","TX","Texas",27914410
2017,"48","TX","Texas",28295273
2018,"48","TX","Texas",28628666
2019,"48","TX","Texas",28995881
2020,"48","TX","Texas",29232474
2021,"48","TX","Texas",29558864
2022,"48","TX","Texas",30029572
1970,"49","UT","Utah",1059273
1971,"49","UT","Utah",1101192
1972,"49","UT","Utah",1135449
1973,"49","UT","Utah",1170040
1974,"49","UT","Utah",1200471
1975,"49","UT","Utah",1236030
1976,"49","UT","Utah",1274928
1977,"49","UT","Utah",1319512
1978,"49","UT","Utah",1367510
1979,"49","UT","Utah",1420238
1980,"49","UT","Utah",1461037
1981,"49","UT","Utah",1515471
1982,"49","UT","Utah",1558314
1983,"49","UT","Utah",1594943
1984,"49","UT","Utah",1622342
1985,"49","UT","Utah",1642910
1986,"49","UT","Utah",1662834
1987,"49","UT","Utah",1678119
1988,"49","UT","Utah",1689372
1989,"49","UT","Utah",1705864
1990,"49","UT","Utah",1731223
1991,"49","UT","Utah",1779780
1992,"49","UT","Utah",1836799
1993,"49","UT","Utah",1898404
1994,"49","UT","Utah",1960446
1995,"49","UT","Utah",2014177
1996,"49","UT","Utah",2067976
1997,"49","UT","Utah",2119784
1998,"49","UT","Utah",2165960
1999,"49","UT","Utah",2203482
2000,"49","UT","Utah",2244502
2001,"49","UT","Utah",2283715
2002,"49","UT","Utah",2324815
2003,"49","UT","Utah",2360137
2004,"49","UT","Utah",2401580
2005,"49","UT","Utah",2457719
2006,"49","UT","Utah",2525507
2007,"49","UT","Utah",2597746
2008,"49","UT","Utah",2663029
2009,"49","UT","Utah",2723421
2010,"49","UT","Utah",2775332
2011,"49","UT","Utah",2814384
2012,"49","UT","Utah",2853375
2013,"49","UT","Utah",2897640
2014,"49","UT","Utah",2936879
2015,"49","UT","Utah",2981835
2016,"49","UT","Utah",3041868
2017,"49","UT","Utah",3101042
2018,"49","UT","Utah",3153550
2019,"49","UT","Utah",3205958
2020,"49","UT","Utah",3283785
2021,"49","UT","Utah",3339113
2022,"49","UT","Utah",3380800
1970,"50","VT","Vermont",444732
1971,"50","VT","Vermont",454318
1972,"50","VT","Vermont",463143
1973,"50","VT","Vermont",468430
1974,"50","VT","Vermont",473002
1975,"50","VT","Vermont",479713
1976,"50","VT","Vermont",484928
1977,"50","VT","Vermont",491931
1978,"50","VT","Vermont",498109
1979,"50","VT","Vermont",505372
1980,"50","VT","Vermont",511456
1981,"50","VT","Vermont",515594
1982,"50","VT","Vermont",519109
1983,"50","VT","Vermont",523302
1984,"50","VT","Vermont",526660
1985,"50","VT","Vermont",530035
1986,"50","VT","Vermont",534066
