"year","fips_state","state_code","state_name","population"
1987,"50","VT","Vermont",540267
1988,"50","VT","Vermont",549763
1989,"50","VT","Vermont",557707
1990,"50","VT","Vermont",564798
1991,"50","VT","Vermont",568606
1992,"50","VT","Vermont",572751
1993,"50","VT","Vermont",577748
1994,"50","VT","Vermont",583836
1995,"50","VT","Vermont",589002
1996,"50","VT","Vermont",593701
1997,"50","VT","Vermont",597239
1998,"50","VT","Vermont",600416
1999,"50","VT","Vermont",604683
2000,"50","VT","Vermont",609618
2001,"50","VT","Vermont",612223
2002,"50","VT","Vermont",615442
2003,"50","VT","Vermont",617858
2004,"50","VT","Vermont",619920
2005,"50","VT","Vermont",621215
2006,"50","VT","Vermont",622892
2007,"50","VT","Vermont",623481
2008,"50","VT","Vermont",624151
2009,"50","VT","Vermont",624817
2010,"50","VT","Vermont",625879
2011,"50","VT","Vermont",627049
2012,"50","VT","Vermont",626090
2013,"50","VT","Vermont",626210
2014,"50","VT","Vermont",625214
2015,"50","VT","Vermont",625216
2016,"50","VT","Vermont",623657
2017,"50","VT","Vermont",624344
2018,"50","VT","Vermont",624358
2019,"50","VT","Vermont",623989
2020,"50","VT","Vermont",642893
2021,"50","VT","Vermont",646972
2022,"50","VT","Vermont",647064
1970,"51","VA","Virginia",4651448
1971,"51","VA","Virginia",4750838
1972,"51","VA","Virginia",4824472
1973,"51","VA","Virginia",4901292
1974,"51","VA","Virginia",4971069
1975,"51","VA","Virginia",5047395
1976,"51","VA","Virginia",5121863
1977,"51","VA","Virginia",5193112
1978,"51","VA","Virginia",5270240
1979,"51","VA","Virginia",5307945
1980,"51","VA","Virginia",5346818
1981,"51","VA","Virginia",5444097
1982,"51","VA","Virginia",5492783
1983,"51","VA","Virginia",5564657
1984,"51","VA","Virginia",5643870
1985,"51","VA","Virginia",5715153
1986,"51","VA","Virginia",5811700
1987,"51","VA","Virginia",5932268
1988,"51","VA","Virginia",6036909
1989,"51","VA","Virginia",6120246
1990,"51","VA","Virginia",6216884
1991,"51","VA","Virginia",6301217
1992,"51","VA","Virginia",6414307
1993,"51","VA","Virginia",6509630
1994,"51","VA","Virginia",6593139
1995,"51","VA","Virginia",6670693
1996,"51","VA","Virginia",6750884
1997,"51","VA","Virginia",6829183
1998,"51","VA","Virginia",6900918
1999,"51","VA","Virginia",7000174
2000,"51","VA","Virginia",7105817
2001,"51","VA","Virginia",7198362
2002,"51","VA","Virginia",7286873
2003,"51","VA","Virginia",7366977
2004,"51","VA","Virginia",7475575
2005,"51","VA","Virginia",7577105
2006,"51","VA","Virginia",7673725
2007,"51","VA","Virginia",7751000
2008,"51","VA","Virginia",7833496
2009,"51","VA","Virginia",7925937
2010,"51","VA","Virginia",8023699
2011,"51","VA","Virginia",8101155
2012,"51","VA","Virginia",8185080
2013,"51","VA","Virginia",8252427
2014,"51","VA","Virginia",8310993
2015,"51","VA","Virginia",8361808
2016,"51","VA","Virginia",8410106
2017,"51","VA","Virginia",8463587
2018,"51","VA","Virginia",8501286
2019,"51","VA","Virginia",8535519
2020,"51","VA","Virginia",8636471
2021,"51","VA","Virginia",8657365
2022,"51","VA","Virginia",8683619
1970,"53","WA","Washington",3413244
1971,"53","WA","Washington",3447553
1972,"53","WA","Washington",3447885
1973,"53","WA","Washington",3478782
1974,"53","WA","Washington",3549946
1975,"53","WA","Washington",3621339
1976,"53","WA","Washington",3693610
1977,"53","WA","Washington",3776050
1978,"53","WA","Washington",3889073
1979,"53","WA","Washington",4017632
1980,"53","WA","Washington",4132156
1981,"53","WA","Washington",4235731
1982,"53","WA","Washington",4276552
1983,"53","WA","Washington",4300266
1984,"53","WA","Washington",4343656
1985,"53","WA","Washington",4400098
1986,"53","WA","Washington",4452720
1987,"53","WA","Washington",4531901
1988,"53","WA","Washington",4639893
1989,"53","WA","Washington",4746316
1990,"53","WA","Washington",4903043
1991,"53","WA","Washington",5025624
1992,"53","WA","Washington",5160757
1993,"53","WA","Washington",5278842
1994,"53","WA","Washington",5375161
1995,"53","WA","Washington",5481027
1996,"53","WA","Washington",5569753
1997,"53","WA","Washington",5674747
1998,"53","WA","Washington",5769562
1999,"53","WA","Washington",5842564
2000,"53","WA","Washington",5910512
2001,"53","WA","Washington",5985722
2002,"53","WA","Washington",6052349
2003,"53","WA","Washington",6104115
2004,"53","WA","Washington",6178645
2005,"53","WA","Washington",6257305
2006,"53","WA","Washington",6370753
2007,"53","WA","Washington",6461587
2008,"53","WA","Washington",6562231
2009,"53","WA","Washington",6667426
2010,"53","WA","Washington",6742830
2011,"53","WA","Washington",6826627
2012,"53","WA","Washington",6897058
2013,"53","WA","Washington",6963985
2014,"53","WA","Washington",7054655
2015,"53","WA","Washington",7163657
2016,"53","WA","Washington",7294771
2017,"53","WA","Washington",7423362
2018,"53","WA","Washington",7523869
2019,"53","WA","Washington",7614893
2020,"53","WA","Washington",7724031
2021,"53","WA","Washington",7740745
2022,"53","WA","Washington",7785786
1970,"54","WV","West Virginia",1744237
1971,"54","WV","West Virginia",1770657
1972,"54","WV","West Virginia",1797648
1973,"54","WV","West Virginia",1806360
1974,"54","WV","West Virginia",1815447
1975,"54","WV","West Virginia",1842250
1976,"54","WV","West Virginia",1879503
1977,"54","WV","West Virginia",1908088
1978,"54","WV","West Virginia",1923395
1979,"54","WV","West Virginia",1942146
1980,"54","WV","West Virginia",1949644
1981,"54","WV","West Virginia",1954124
1982,"54","WV","West Virginia",1949604
1983,"54","WV","West Virginia",1945061
1984,"54","WV","West Virginia",1927697
1985,"54","WV","West Virginia",1906831
1986,"54","WV","West Virginia",1882350
1987,"54","WV","West Virginia",1857585
1988,"54","WV","West Virginia",1830215
1989,"54","WV","West Virginia",1806568
1990,"54","WV","West Virginia",1792548
1991,"54","WV","West Virginia",1798735
1992,"54","WV","West Virginia",1806451
1993,"54","WV","West Virginia",1817539
1994,"54","WV","West Virginia",1820421
1995,"54","WV","West Virginia",1823700
1996,"54","WV","West Virginia",1822808
1997,"54","WV","West Virginia",1819113
1998,"54","WV","West Virginia",1815609
1999,"54","WV","West Virginia",1811799
2000,"54","WV","West Virginia",1807021
2001,"54","WV","West Virginia",1801481
2002,"54","WV","West Virginia",1805414
2003,"54","WV","West Virginia",1812295
2004,"54","WV","West Virginia",1816438
2005,"54","WV","West Virginia",1820492
2006,"54","WV","West Virginia",1827912
2007,"54","WV","West Virginia",1834052
2008,"54","WV","West Virginia",1840310
2009,"54","WV","West Virginia",1847775
2010,"54","WV","West Virginia",1854239
2011,"54","WV","West Virginia",1856301
2012,"54","WV","West Virginia",1856872
2013,"54","WV","West Virginia",1853914
2014,"54","WV","West Virginia",1849489
2015,"54","WV","West Virginia",1842050
2016,"54","WV","West Virginia",1831023
2017,"54","WV","West Virginia",1817004
2018,"54","WV","West Virginia",1804291
2019,"54","WV","West Virginia",1792147
2020,"54","WV","West Virginia",1791420
2021,"54","WV","West Virginia",1785526
2022,"54","WV","West Virginia",1775156
1970,"55","WI","Wisconsin",4417821
1971,"55","WI","Wisconsin",4462155
1972,"55","WI","Wisconsin",4502412
1973,"55","WI","Wisconsin",4524244
1974,"55","WI","Wisconsin",4545782
1975,"55","WI","Wisconsin",4578986
1976,"55","WI","Wisconsin",4595904
1977,"55","WI","Wisconsin",4626514
1978,"55","WI","Wisconsin",4646108
1979,"55","WI","Wisconsin",4682811
1980,"55","WI","Wisconsin",4705767
1981,"55","WI","Wisconsin",4726343
1982,"55","WI","Wisconsin",4728870
1983,"55","WI","Wisconsin",4721438
1984,"55","WI","Wisconsin",4735563
1985,"55","WI","Wisconsin",4747767
1986,"55","WI","Wisconsin",4755618
1987,"55","WI","Wisconsin",4777919
1988,"55","WI","Wisconsin",4822388
1989,"55","WI","Wisconsin",4856574
1990,"55","WI","Wisconsin",4904562
1991,"55","WI","Wisconsin",4964343
1992,"55","WI","Wisconsin",5025398
1993,"55","WI","Wisconsin",5084889
1994,"55","WI","Wisconsin",5133678
1995,"55","WI","Wisconsin",5184836
1996,"55","WI","Wisconsin",5229986
1997,"55","WI","Wisconsin",5266213
1998,"55","WI","Wisconsin",5297672
1999,"55","WI","Wisconsin",5332666
2000,"55","WI","Wisconsin",5373999
2001,"55","WI","Wisconsin",5406835
2002,"55","WI","Wisconsin",5445162
2003,"55","WI","Wisconsin",5479203
2004,"55","WI","Wisconsin",5514026
2005,"55","WI","Wisconsin",5546166
2006,"55","WI","Wisconsin",5577655
2007,"55","WI","Wisconsin",5610775
2008,"55","WI","Wisconsin",5640996
2009,"55","WI","Wisconsin",5669264
2010,"55","WI","Wisconsin",5690475
2011,"55","WI","Wisconsin",5705288
2012,"55","WI","Wisconsin",5719960
2013,"55","WI","Wisconsin",5736754
2014,"55","WI","Wisconsin",5751525
2015,"55","WI","Wisconsin",5760940
2016,"55","WI","Wisconsin",5772628
2017,"55","WI","Wisconsin",5790186
2018,"55","WI","Wisconsin",5807406
2019,"55","WI","Wisconsin",5822434
2020,"55","WI","Wisconsin",5896271
2021,"55","WI","Wisconsin",5880101
2022,"55","WI","Wisconsin",5892539
1970,"56","WY","Wyoming",332416
1971,"56","WY","Wyoming",340285
1972,"56","WY","Wyoming",347345
1973,"56","WY","Wyoming",354061
1974,"56","WY","Wyoming",365501
1975,"56","WY","Wyoming",381695
1976,"56","WY","Wyoming",396952
1977,"56","WY","Wyoming",413354
1978,"56","WY","Wyoming",432880
1979,"56","WY","Wyoming",454378
1980,"56","WY","Wyoming",469557
1981,"56","WY","Wyoming",491712
1982,"56","WY","Wyoming",506400
1983,"56","WY","Wyoming",510345
1984,"56","WY","Wyoming",504896
1985,"56","WY","Wyoming",499695
1986,"56","WY","Wyoming",495633
1987,"56","WY","Wyoming",476965
1988,"56","WY","Wyoming",465101
1989,"56","WY","Wyoming",458374
1990,"56","WY","Wyoming",453690
1991,"56","WY","Wyoming",459260
1992,"56","WY","Wyoming",466251
1993,"56","WY","Wyoming",473081
1994,"56","WY","Wyoming",480283
1995,"56","WY","Wyoming",485160
1996,"56","WY","Wyoming",488167
1997,"56","WY","Wyoming",489451
1998,"56","WY","Wyoming",490787
1999,"56","WY","Wyoming",491780
2000,"56","WY","Wyoming",494300
2001,"56","WY","Wyoming",494657
2002,"56","WY","Wyoming",500017
2003,"56","WY","Wyoming",503453
2004,"56","WY","Wyoming",509106
2005,"56","WY","Wyoming",514157
2006,"56","WY","Wyoming",522667
2007,"56","WY","Wyoming",534876
2008,"56","WY","Wyoming",546043
2009,"56","WY","Wyoming",559851
2010,"56","WY","Wyoming",564487
2011,"56","WY","Wyoming",567299
2012,"56","WY","Wyoming",576305
2013,"56","WY","Wyoming",582122
2014,"56","WY","Wyoming",582531
2015,"56","WY","Wyoming",585613
2016,"56","WY","Wyoming",584215
2017,"56","WY","Wyoming",578931
2018,"56","WY","Wyoming",577601
2019,"56","WY","Wyoming",578759
2020,"56","WY","Wyoming",577605
2021,"56","WY","Wyoming",579483
2022,"56","WY","Wyoming",581381
2000,"72","PR","Puerto Rico",3810605
2001,"72","PR","Puerto Rico",3818774
2002,"72","PR","Puerto Rico",3823701
2003,"72","PR","Puerto Rico",3826095
2004,"72","PR","Puerto Rico",3826878
2005,"72","PR","Puerto Rico",3821362
2006,"72","PR","Puerto Rico",3805214
2007,"72","PR","Puerto Rico",3782995
2008,"72","PR","Puerto Rico",3760866
2009,"72","PR","Puerto Rico",3740410
2010,"72","PR","Puerto Rico",3721525
2011,"72","PR","Puerto Rico",3678732
2012,"72","PR","Puerto Rico",3634488
2013,"72","PR","Puerto Rico",3593077
2014,"72","PR","Puerto Rico",3534874
2015,"72","PR","Puerto Rico",3473232
2016,"72","PR","Puerto Rico",3406672
2017,"72","PR","Puerto Rico",3325286
2018,"72","PR","Puerto Rico",3193354
2019,"72","PR","Puerto Rico",3193694
